p1		p2	
7132	TNFRSF1A	55072	RNF31
7132	TNFRSF1A	6885	MAP3K7
9950	GOLGA5	10466	COG5
9950	GOLGA5	83548	COG3
9950	GOLGA5	9527	GOSR1
9950	GOLGA5	84342	COG8
9950	GOLGA5	91949	COG7
9950	GOLGA5	25839	COG4
9950	GOLGA5	22796	COG2
9950	GOLGA5	57511	COG6
5526	PPP2R5B	5595	MAPK3
5526	PPP2R5B	5594	MAPK1
5526	PPP2R5B	5516	PPP2CB
5526	PPP2R5B	57551	TAOK1
5526	PPP2R5B	81930	KIF18A
5526	PPP2R5B	5885	RAD21
5526	PPP2R5B	5347	PLK1
5526	PPP2R5B	5519	PPP2R1B
5526	PPP2R5B	998	CDC42
5526	PPP2R5B	5518	PPP2R1A
5526	PPP2R5B	5501	PPP1CC
5526	PPP2R5B	7514	XPO1
5526	PPP2R5B	5515	PPP2CA
5526	PPP2R5B	5527	PPP2R5C
5526	PPP2R5B	5528	PPP2R5D
5526	PPP2R5B	1452	CSNK1A1
602	BCL3	4790	NFKB1
602	BCL3	4791	NFKB2
602	BCL3	5970	RELA
10272	FSTL3	3624	INHBA
10272	FSTL3	3625	INHBB
2046	EPHA8	1943	EFNA2
2046	EPHA8	4067	LYN
2046	EPHA8	7525	YES1
2046	EPHA8	1946	EFNA5
2046	EPHA8	2534	FYN
2046	EPHA8	5879	RAC1
2046	EPHA8	1944	EFNA3
2046	EPHA8	1942	EFNA1
2046	EPHA8	10451	VAV3
2046	EPHA8	7410	VAV2
2046	EPHA8	1945	EFNA4
8974	P4HA2	5034	P4HB
2249	FGF4	10817	FRS3
2249	FGF4	53834	FGFRL1
2249	FGF4	2264	FGFR4
2249	FGF4	10818	FRS2
2249	FGF4	2260	FGFR1
29090	TIMM21	26519	TIMM10
29090	TIMM21	100287932	TIMM23
29090	TIMM21	80273	GRPEL1
29090	TIMM21	10469	TIMM44
29090	TIMM21	3313	HSPA9
29090	TIMM21	51025	PAM16
29090	TIMM21	134266	GRPEL2
29090	TIMM21	92609	TIMM50
29090	TIMM21	10440	TIMM17A
29090	TIMM21	131118	DNAJC19
3566	IL4R	9046	DOK2
3566	IL4R	3667	IRS1
3566	IL4R	8660	IRS2
9817	KEAP1	9978	RBX1
9817	KEAP1	8452	CUL3
7145	TNS1	5829	PXN
4804	NGFR	396	ARHGDIA
4804	NGFR	65078	RTN4R
4804	NGFR	6272	SORT1
4804	NGFR	10782	ZNF274
4804	NGFR	4692	NDN
4804	NGFR	7189	TRAF6
4804	NGFR	3654	IRAK1
4804	NGFR	9500	MAGED1
9423	NTN1	4756	NEO1
9423	NTN1	998	CDC42
9423	NTN1	7525	YES1
9423	NTN1	90249	UNC5A
9423	NTN1	219699	UNC5B
9423	NTN1	7204	TRIO
9423	NTN1	2534	FYN
9423	NTN1	5879	RAC1
9423	NTN1	6714	SRC
9423	NTN1	1826	DSCAM
9423	NTN1	137970	UNC5D
9423	NTN1	1630	DCC
9423	NTN1	8633	UNC5C
10947	AP3M2	8943	AP3D1
1815	DRD4	2784	GNB3
1815	DRD4	59345	GNB4
1815	DRD4	2791	GNG11
1815	DRD4	51764	GNG13
1815	DRD4	2792	GNGT1
1815	DRD4	2785	GNG3
1815	DRD4	2793	GNGT2
1815	DRD4	94235	GNG8
1815	DRD4	2783	GNB2
1815	DRD4	2771	GNAI2
1815	DRD4	54331	GNG2
1815	DRD4	2770	GNAI1
1815	DRD4	346562	GNAT3
1815	DRD4	2786	GNG4
1815	DRD4	2773	GNAI3
1815	DRD4	2787	GNG5
1815	DRD4	55970	GNG12
1815	DRD4	2790	GNG10
1815	DRD4	2782	GNB1
1815	DRD4	2788	GNG7
26281	FGF20	2264	FGFR4
26281	FGF20	10818	FRS2
26281	FGF20	5781	PTPN11
26281	FGF20	6654	SOS1
26281	FGF20	2260	FGFR1
8621	CDK13	8812	CCNK
54763	ROPN1	114822	RHPN1
4710	NDUFB4	4713	NDUFB7
4710	NDUFB4	4706	NDUFAB1
4710	NDUFB4	4709	NDUFB3
4710	NDUFB4	374291	NDUFS7
4710	NDUFB4	4708	NDUFB2
4710	NDUFB4	4705	NDUFA10
4710	NDUFB4	4695	NDUFA2
4710	NDUFB4	4711	NDUFB5
4710	NDUFB4	4717	NDUFC1
4710	NDUFB4	4722	NDUFS3
4710	NDUFB4	4704	NDUFA9
4710	NDUFB4	4716	NDUFB10
4710	NDUFB4	4714	NDUFB8
4710	NDUFB4	54539	NDUFB11
4710	NDUFB4	4726	NDUFS6
4710	NDUFB4	4715	NDUFB9
4710	NDUFB4	4718	NDUFC2
4710	NDUFB4	4724	NDUFS4
4710	NDUFB4	4728	NDUFS8
4710	NDUFB4	4723	NDUFV1
4710	NDUFB4	4729	NDUFV2
4710	NDUFB4	4707	NDUFB1
4710	NDUFB4	55967	NDUFA12
4710	NDUFB4	4697	NDUFA4
4710	NDUFB4	4731	NDUFV3
4710	NDUFB4	4698	NDUFA5
4710	NDUFB4	4694	NDUFA1
4710	NDUFB4	4720	NDUFS2
4710	NDUFB4	4725	NDUFS5
4710	NDUFB4	4702	NDUFA8
4710	NDUFB4	4712	NDUFB6
4710	NDUFB4	126328	NDUFA11
4710	NDUFB4	4719	NDUFS1
4710	NDUFB4	51079	NDUFA13
4710	NDUFB4	4700	NDUFA6
4710	NDUFB4	4701	NDUFA7
27248	ERLEC1	51009	DERL2
27248	ERLEC1	79139	DERL1
27248	ERLEC1	6400	SEL1L
27248	ERLEC1	7314	UBB
27248	ERLEC1	7316	UBC
27248	ERLEC1	7415	VCP
27248	ERLEC1	84447	SYVN1
27248	ERLEC1	91319	DERL3
28962	OSTM1	1186	CLCN7
51668	HSPB11	57728	WDR19
51668	HSPB11	28981	IFT81
51668	HSPB11	8100	IFT88
51668	HSPB11	92104	TTC30A
51668	HSPB11	80173	IFT74
51668	HSPB11	150737	TTC30B
51668	HSPB11	11020	IFT27
51668	HSPB11	79989	TTC26
51668	HSPB11	9742	IFT140
55437	STRADB	81617	CAB39L
55437	STRADB	51719	CAB39
55437	STRADB	6794	STK11
5019	OXCT1	64064	OXCT2
6193	RPS5	6137	RPL13
6193	RPS5	6138	RPL15
6193	RPS5	6169	RPL38
6193	RPS5	8665	EIF3F
6193	RPS5	6208	RPS14
6193	RPS5	6124	RPL4
6193	RPS5	26986	PABPC1
6193	RPS5	54913	RPP25
6193	RPS5	6210	RPS15A
6193	RPS5	6181	RPLP2
6193	RPS5	1974	EIF4A2
6193	RPS5	51065	RPS27L
6193	RPS5	1915	EEF1A1
6193	RPS5	8663	EIF3C
6193	RPS5	9045	RPL14
6193	RPS5	6175	RPLP0
6193	RPS5	6201	RPS7
6193	RPS5	6129	RPL7
6193	RPS5	23708	GSPT2
6193	RPS5	6134	RPL10
6193	RPS5	6187	RPS2
6193	RPS5	8894	EIF2S2
6193	RPS5	6227	RPS21
6193	RPS5	6166	RPL36AL
6193	RPS5	6122	RPL3
6193	RPS5	6157	RPL27A
6193	RPS5	6133	RPL9
6193	RPS5	6144	RPL21
6193	RPS5	6176	RPLP1
6193	RPS5	6189	RPS3A
6193	RPS5	3921	RPSA
6193	RPS5	200916	RPL22L1
6193	RPS5	6146	RPL22
6193	RPS5	6204	RPS10
6193	RPS5	6232	RPS27
6193	RPS5	6231	RPS26
6193	RPS5	2107	ETF1
6193	RPS5	8662	EIF3B
6193	RPS5	6136	RPL12
6193	RPS5	6170	RPL39
6193	RPS5	8661	EIF3A
6193	RPS5	6125	RPL5
6193	RPS5	6130	RPL7A
6193	RPS5	8668	EIF3I
6193	RPS5	6191	RPS4X
6193	RPS5	4736	RPL10A
6193	RPS5	6135	RPL11
6193	RPS5	10480	EIF3M
6193	RPS5	10557	RPP38
6193	RPS5	1964	EIF1AX
6193	RPS5	9349	RPL23
6193	RPS5	6194	RPS6
6193	RPS5	23521	RPL13A
6193	RPS5	6152	RPL24
6193	RPS5	6164	RPL34
6193	RPS5	6235	RPS29
6193	RPS5	6202	RPS8
6193	RPS5	6161	RPL32
6193	RPS5	6160	RPL31
6193	RPS5	7311	UBA52
6193	RPS5	6147	RPL23A
6193	RPS5	6165	RPL35A
6193	RPS5	2935	GSPT1
6193	RPS5	6158	RPL28
6193	RPS5	6173	RPL36A
6193	RPS5	51386	EIF3L
6193	RPS5	6229	RPS24
6193	RPS5	6168	RPL37A
6193	RPS5	1977	EIF4E
6193	RPS5	6224	RPS20
6193	RPS5	8667	EIF3H
6193	RPS5	6188	RPS3
6193	RPS5	6207	RPS13
6193	RPS5	6230	RPS25
6193	RPS5	6141	RPL18
6193	RPS5	6139	RPL17
6193	RPS5	6209	RPS15
6193	RPS5	6223	RPS19
6193	RPS5	6234	RPS28
6193	RPS5	6233	RPS27A
6193	RPS5	28987	NOB1
6193	RPS5	9775	EIF4A3
6193	RPS5	6205	RPS11
6193	RPS5	6167	RPL37
6193	RPS5	55781	RIOK2
6193	RPS5	6156	RPL30
6193	RPS5	140032	RPS4Y2
6193	RPS5	1973	EIF4A1
6193	RPS5	9669	EIF5B
6193	RPS5	6159	RPL29
6193	RPS5	6154	RPL26
6193	RPS5	116832	RPL39L
6193	RPS5	6228	RPS23
6193	RPS5	140801	RPL10L
6193	RPS5	6123	RPL3L
6193	RPS5	6128	RPL6
6193	RPS5	6729	SRP54
6193	RPS5	8664	EIF3D
6193	RPS5	6192	RPS4Y1
6193	RPS5	3646	EIF3E
6193	RPS5	6142	RPL18A
6193	RPS5	6143	RPL19
6193	RPS5	6206	RPS12
6193	RPS5	705	BYSL
6193	RPS5	27335	EIF3K
6193	RPS5	25873	RPL36
6193	RPS5	6217	RPS16
6193	RPS5	1968	EIF2S3
6193	RPS5	6155	RPL27
6193	RPS5	8666	EIF3G
6193	RPS5	11224	RPL35
6193	RPS5	1965	EIF2S1
6193	RPS5	6132	RPL8
6193	RPS5	56902	PNO1
6193	RPS5	51121	RPL26L1
54700	RRN3	221830	TWISTNB
54700	RRN3	6908	TBP
54700	RRN3	25885	POLR1A
54700	RRN3	84172	POLR1B
54700	RRN3	9014	TAF1B
54700	RRN3	5441	POLR2L
54700	RRN3	51082	POLR1D
54700	RRN3	9533	POLR1C
54700	RRN3	5440	POLR2K
54700	RRN3	64425	POLR1E
54700	RRN3	5435	POLR2F
10573	MRPL28	28998	MRPL13
10573	MRPL28	55173	MRPS10
10573	MRPL28	64983	MRPL32
10573	MRPL28	60488	MRPS35
10573	MRPL28	51264	MRPL27
10573	MRPL28	51258	MRPL51
10573	MRPL28	64981	MRPL34
10573	MRPL28	51073	MRPL4
10573	MRPL28	65080	MRPL44
10573	MRPL28	64965	MRPS9
10573	MRPL28	29088	MRPL15
10573	MRPL28	11222	MRPL3
10573	MRPL28	28957	MRPS28
10573	MRPL28	740	MRPL49
10573	MRPL28	63875	MRPL17
10573	MRPL28	51023	MRPS18C
10573	MRPL28	124995	MRPL10
10573	MRPL28	54148	MRPL39
10573	MRPL28	54948	MRPL16
10573	MRPL28	64978	MRPL38
10573	MRPL28	64951	MRPS24
10573	MRPL28	51642	MRPL48
10573	MRPL28	84311	MRPL45
10573	MRPL28	65003	MRPL11
10573	MRPL28	26589	MRPL46
10573	MRPL28	10240	MRPS31
10573	MRPL28	64963	MRPS11
10573	MRPL28	7818	DAP3
10573	MRPL28	84545	MRPL43
10573	MRPL28	51649	MRPS23
10573	MRPL28	51650	MRPS33
10573	MRPL28	90480	GADD45GIP1
10573	MRPL28	7284	TUFM
10573	MRPL28	64976	MRPL40
10573	MRPL28	116541	MRPL54
10573	MRPL28	6182	MRPL12
10573	MRPL28	51318	MRPL35
10573	MRPL28	55052	MRPL20
10573	MRPL28	122704	MRPL52
10573	MRPL28	51253	MRPL37
10573	MRPL28	79590	MRPL24
10573	MRPL28	219927	MRPL21
10573	MRPL28	128308	MRPL55
10573	MRPL28	29074	MRPL18
10573	MRPL28	65005	MRPL9
10573	MRPL28	64928	MRPL14
10573	MRPL28	64975	MRPL41
10573	MRPL28	55168	MRPS18A
10573	MRPL28	118487	CHCHD1
10573	MRPL28	51021	MRPS16
10573	MRPL28	64960	MRPS15
10573	MRPL28	54534	MRPL50
10573	MRPL28	6150	MRPL23
10573	MRPL28	64979	MRPL36
10573	MRPL28	51069	MRPL2
10573	MRPL28	9801	MRPL19
10573	MRPL28	57129	MRPL47
10573	MRPL28	65993	MRPS34
10573	MRPL28	10884	MRPS30
10573	MRPL28	29093	MRPL22
55696	RBM22	51692	CPSF3
55696	RBM22	9716	AQR
55696	RBM22	6634	SNRPD3
55696	RBM22	10914	PAPOLA
55696	RBM22	84844	PHF5A
55696	RBM22	8175	SF3A2
55696	RBM22	8896	BUD31
55696	RBM22	27339	PRPF19
55696	RBM22	8683	SRSF9
55696	RBM22	25949	SYF2
55696	RBM22	6626	SNRPA
55696	RBM22	6431	SRSF6
55696	RBM22	6629	SNRPB2
55696	RBM22	5356	PLRG1
55696	RBM22	10523	CHERP
55696	RBM22	84316	NAA38
55696	RBM22	6628	SNRPB
55696	RBM22	6426	SRSF1
55696	RBM22	6627	SNRPA1
55696	RBM22	23398	PPWD1
55696	RBM22	22938	SNW1
55696	RBM22	9410	SNRNP40
55696	RBM22	6637	SNRPG
55696	RBM22	6636	SNRPF
55696	RBM22	24148	PRPF6
55696	RBM22	9785	DHX38
55696	RBM22	11157	LSM6
55696	RBM22	23450	SF3B3
55696	RBM22	6632	SNRPD1
55696	RBM22	23524	SRRM2
55696	RBM22	10594	PRPF8
55696	RBM22	51362	CDC40
55696	RBM22	6638	SNRPN
55696	RBM22	10465	PPIH
55696	RBM22	9092	SART1
55696	RBM22	5431	POLR2B
55696	RBM22	3184	HNRNPD
55696	RBM22	1479	CSTF3
55696	RBM22	23020	SNRNP200
55696	RBM22	6936	GCFC2
55696	RBM22	3183	HNRNPC
55696	RBM22	4670	HNRNPM
55696	RBM22	22916	NCBP2
55696	RBM22	23451	SF3B1
55696	RBM22	1665	DHX15
55696	RBM22	81608	FIP1L1
55696	RBM22	3178	HNRNPA1
55696	RBM22	6633	SNRPD2
55696	RBM22	3181	HNRNPA2B1
55696	RBM22	56949	XAB2
55696	RBM22	1660	DHX9
55696	RBM22	83443	SF3B5
55696	RBM22	10286	BCAS2
55696	RBM22	9295	SRSF11
55696	RBM22	988	CDC5L
55696	RBM22	10450	PPIE
55696	RBM22	1478	CSTF2
55696	RBM22	10946	SF3A3
55696	RBM22	51645	PPIL1
55696	RBM22	6429	SRSF4
55696	RBM22	4686	NCBP1
55696	RBM22	51340	CRNKL1
55696	RBM22	84991	RBM17
55696	RBM22	10283	CWC27
55696	RBM22	220988	HNRNPA3
55696	RBM22	6430	SRSF5
55696	RBM22	57703	CWC22
55696	RBM22	9343	EFTUD2
55696	RBM22	6635	SNRPE
55696	RBM22	6625	SNRNP70
55696	RBM22	23658	LSM5
9183	ZW10	10735	STAG2
9183	ZW10	57122	NUP107
9183	ZW10	79902	NUP85
9183	ZW10	1315	COPB1
9183	ZW10	60561	RINT1
9183	ZW10	55746	NUP133
9183	ZW10	10403	NDC80
9183	ZW10	1062	CENPE
9183	ZW10	54908	SPDL1
9183	ZW10	8379	MAD1L1
9183	ZW10	51594	NBAS
9183	ZW10	701	BUB1B
9183	ZW10	4085	MAD2L1
9183	ZW10	5885	RAD21
9183	ZW10	699	BUB1
9183	ZW10	991	CDC20
9183	ZW10	6249	CLIP1
9183	ZW10	53407	STX18
9183	ZW10	55055	ZWILCH
9183	ZW10	22820	COPG1
9183	ZW10	9735	KNTC1
9183	ZW10	348995	NUP43
9183	ZW10	1063	CENPF
9183	ZW10	1314	COPA
9183	ZW10	9184	BUB3
9183	ZW10	55920	RCC2
9183	ZW10	23279	NUP160
9183	ZW10	79003	MIS12
9183	ZW10	10274	STAG1
9183	ZW10	7514	XPO1
9183	ZW10	9793	CKAP5
3691	ITGB4	3655	ITGA6
3691	ITGB4	6464	SHC1
3691	ITGB4	5339	PLEC
7205	TRIP6	9564	BCAR1
4185	ADAM11	163175	LGI4
4185	ADAM11	9211	LGI1
7022	TFAP2C	79047	KCTD15
7022	TFAP2C	284252	KCTD1
23368	PPP1R13B	7157	TP53
57186	RALGAPA2	57148	RALGAPB
6128	RPL6	6143	RPL19
6128	RPL6	6161	RPL32
6128	RPL6	7311	UBA52
6128	RPL6	6160	RPL31
6128	RPL6	6147	RPL23A
6128	RPL6	2935	GSPT1
6128	RPL6	6165	RPL35A
6128	RPL6	6229	RPS24
6128	RPL6	6158	RPL28
6128	RPL6	6173	RPL36A
6128	RPL6	6168	RPL37A
6128	RPL6	6224	RPS20
6128	RPL6	6188	RPS3
6128	RPL6	6230	RPS25
6128	RPL6	6223	RPS19
6128	RPL6	6207	RPS13
6128	RPL6	6141	RPL18
6128	RPL6	6139	RPL17
6128	RPL6	6209	RPS15
6128	RPL6	6234	RPS28
6128	RPL6	6142	RPL18A
6128	RPL6	6193	RPS5
6128	RPL6	6206	RPS12
6128	RPL6	6132	RPL8
6128	RPL6	6192	RPS4Y1
6128	RPL6	6217	RPS16
6128	RPL6	25873	RPL36
6128	RPL6	6155	RPL27
6128	RPL6	11224	RPL35
6128	RPL6	6156	RPL30
6128	RPL6	6123	RPL3L
6128	RPL6	51121	RPL26L1
6128	RPL6	9775	EIF4A3
6128	RPL6	6205	RPS11
6128	RPL6	6233	RPS27A
6128	RPL6	6167	RPL37
6128	RPL6	140032	RPS4Y2
6128	RPL6	6154	RPL26
6128	RPL6	6159	RPL29
6128	RPL6	6228	RPS23
6128	RPL6	116832	RPL39L
6128	RPL6	140801	RPL10L
6128	RPL6	6137	RPL13
6128	RPL6	6169	RPL38
6128	RPL6	6138	RPL15
6128	RPL6	6208	RPS14
6128	RPL6	1915	EEF1A1
6128	RPL6	26986	PABPC1
6128	RPL6	6124	RPL4
6128	RPL6	6210	RPS15A
6128	RPL6	6181	RPLP2
6128	RPL6	51065	RPS27L
6128	RPL6	6235	RPS29
6128	RPL6	6175	RPLP0
6128	RPL6	6201	RPS7
6128	RPL6	6134	RPL10
6128	RPL6	6129	RPL7
6128	RPL6	23708	GSPT2
6128	RPL6	9045	RPL14
6128	RPL6	6187	RPS2
6128	RPL6	6227	RPS21
6128	RPL6	6122	RPL3
6128	RPL6	6166	RPL36AL
6128	RPL6	6144	RPL21
6128	RPL6	6157	RPL27A
6128	RPL6	6133	RPL9
6128	RPL6	6176	RPLP1
6128	RPL6	6189	RPS3A
6128	RPL6	3921	RPSA
6128	RPL6	200916	RPL22L1
6128	RPL6	6146	RPL22
6128	RPL6	6204	RPS10
6128	RPL6	6231	RPS26
6128	RPL6	2107	ETF1
6128	RPL6	6136	RPL12
6128	RPL6	6170	RPL39
6128	RPL6	6232	RPS27
6128	RPL6	6135	RPL11
6128	RPL6	6125	RPL5
6128	RPL6	6130	RPL7A
6128	RPL6	6191	RPS4X
6128	RPL6	4736	RPL10A
6128	RPL6	6194	RPS6
6128	RPL6	23521	RPL13A
6128	RPL6	6152	RPL24
6128	RPL6	9349	RPL23
6128	RPL6	6164	RPL34
6128	RPL6	6202	RPS8
8550	MAPKAPK5	1432	MAPK14
8550	MAPKAPK5	5597	MAPK6
8550	MAPKAPK5	5600	MAPK11
51605	TRMT6	115708	TRMT61A
7384	UQCRC1	7385	UQCRC2
7384	UQCRC1	7381	UQCRB
7384	UQCRC1	7386	UQCRFS1
7384	UQCRC1	1537	CYC1
7384	UQCRC1	7388	UQCRH
7384	UQCRC1	29796	UQCR10
7384	UQCRC1	27089	UQCRQ
78990	OTUB2	7321	UBE2D1
8646	CHRD	652	BMP4
8646	CHRD	650	BMP2
1947	EFNB1	8440	NCK2
1947	EFNB1	1948	EFNB2
1947	EFNB1	640	BLK
1947	EFNB1	6386	SDCBP
1947	EFNB1	4690	NCK1
1947	EFNB1	7525	YES1
1947	EFNB1	2050	EPHB4
1947	EFNB1	2049	EPHB3
1947	EFNB1	3932	LCK
1947	EFNB1	2534	FYN
1947	EFNB1	6714	SRC
1947	EFNB1	2268	FGR
1947	EFNB1	2048	EPHB2
1947	EFNB1	3055	HCK
1947	EFNB1	2051	EPHB6
1947	EFNB1	2047	EPHB1
1947	EFNB1	4067	LYN
2734	GLG1	6401	SELE
1738	DLD	4967	OGDH
1738	DLD	8050	PDHX
1738	DLD	593	BCKDHA
1738	DLD	1737	DLAT
1738	DLD	5160	PDHA1
1738	DLD	5162	PDHB
1738	DLD	594	BCKDHB
1738	DLD	1743	DLST
1738	DLD	55753	OGDHL
1738	DLD	1629	DBT
2099	ESR1	8431	NR0B2
2099	ESR1	1386	ATF2
2099	ESR1	5295	PIK3R1
2099	ESR1	9611	NCOR1
2099	ESR1	5469	MED1
2099	ESR1	2353	FOS
2099	ESR1	8648	NCOA1
2099	ESR1	6714	SRC
2099	ESR1	3725	JUN
2099	ESR1	8202	NCOA3
2099	ESR1	9612	NCOR2
2099	ESR1	10499	NCOA2
54930	HAUS4	79441	HAUS3
54930	HAUS4	115106	HAUS1
54930	HAUS4	5347	PLK1
54930	HAUS4	983	CDK1
54930	HAUS4	121441	NEDD1
54930	HAUS4	27229	TUBGCP4
55644	OSGEP	51002	TPRKB
55644	OSGEP	112858	TP53RK
140465	MYL6B	59	ACTA2
140465	MYL6B	7168	TPM1
140465	MYL6B	72	ACTG2
140465	MYL6B	7171	TPM4
140465	MYL6B	7169	TPM2
140465	MYL6B	7170	TPM3
140465	MYL6B	4629	MYH11
990	CDC6	7311	UBA52
990	CDC6	4174	MCM5
990	CDC6	23594	ORC6
990	CDC6	6119	RPA3
990	CDC6	4172	MCM3
990	CDC6	8317	CDC7
990	CDC6	4999	ORC2
990	CDC6	6117	RPA1
990	CDC6	23595	ORC3
990	CDC6	4173	MCM4
990	CDC6	4175	MCM6
990	CDC6	5000	ORC4
990	CDC6	4171	MCM2
990	CDC6	10926	DBF4
990	CDC6	1017	CDK2
990	CDC6	6233	RPS27A
990	CDC6	5001	ORC5
990	CDC6	81620	CDT1
990	CDC6	7314	UBB
990	CDC6	4176	MCM7
990	CDC6	63967	CLSPN
990	CDC6	7316	UBC
990	CDC6	55388	MCM10
990	CDC6	29935	RPA4
990	CDC6	4998	ORC1
990	CDC6	6118	RPA2
990	CDC6	84515	MCM8
990	CDC6	8318	CDC45
8086	AAAS	57122	NUP107
8086	AAAS	9631	NUP155
8086	AAAS	53371	NUP54
8086	AAAS	129401	NUP35
8086	AAAS	9688	NUP93
8086	AAAS	5905	RANGAP1
8086	AAAS	8480	RAE1
8086	AAAS	4686	NCBP1
8086	AAAS	23279	NUP160
27252	KLHL20	8452	CUL3
5711	PSMD5	5689	PSMB1
5711	PSMD5	9097	USP14
5711	PSMD5	5687	PSMA6
5711	PSMD5	9491	PSMF1
5711	PSMD5	5702	PSMC3
5711	PSMD5	5701	PSMC2
5711	PSMD5	5708	PSMD2
5711	PSMD5	5718	PSMD12
5711	PSMD5	5710	PSMD4
7414	VCL	7094	TLN1
7414	VCL	1496	CTNNA2
7414	VCL	81	ACTN4
7414	VCL	59	ACTA2
7414	VCL	5829	PXN
7414	VCL	3690	ITGB3
7414	VCL	3674	ITGA2B
7414	VCL	7168	TPM1
7414	VCL	3693	ITGB5
7414	VCL	72	ACTG2
7414	VCL	3688	ITGB1
7414	VCL	83660	TLN2
7414	VCL	1495	CTNNA1
7414	VCL	7525	YES1
7414	VCL	7171	TPM4
7414	VCL	1499	CTNNB1
7414	VCL	2534	FYN
7414	VCL	6714	SRC
7414	VCL	58	ACTA1
7414	VCL	7169	TPM2
7414	VCL	10580	SORBS1
7414	VCL	88	ACTN2
7414	VCL	7170	TPM3
7414	VCL	87	ACTN1
7414	VCL	4629	MYH11
23411	SIRT1	3017	HIST1H2BD
23411	SIRT1	3312	HSPA8
23411	SIRT1	22933	SIRT2
23411	SIRT1	3306	HSPA2
23411	SIRT1	2033	EP300
23411	SIRT1	8850	KAT2B
23411	SIRT1	2034	EPAS1
23411	SIRT1	9759	HDAC4
23411	SIRT1	10891	PPARGC1A
23411	SIRT1	8970	HIST1H2BJ
23411	SIRT1	255626	HIST1H2BA
23411	SIRT1	7157	TP53
23411	SIRT1	3015	H2AFZ
23411	SIRT1	8348	HIST1H2BO
23411	SIRT1	94239	H2AFV
23411	SIRT1	8334	HIST1H2AC
23411	SIRT1	8331	HIST1H2AJ
23411	SIRT1	8338	HIST2H2AC
23411	SIRT1	2309	FOXO3
23411	SIRT1	3013	HIST1H2AD
23411	SIRT1	55766	H2AFJ
23411	SIRT1	8345	HIST1H2BH
23411	SIRT1	474382	H2AFB1
23411	SIRT1	85236	HIST1H2BK
23411	SIRT1	3018	HIST1H2BB
23411	SIRT1	2547	XRCC6
23411	SIRT1	8342	HIST1H2BM
23411	SIRT1	8337	HIST2H2AA3
23411	SIRT1	4303	FOXO4
23411	SIRT1	3065	HDAC1
23411	SIRT1	3014	H2AFX
23411	SIRT1	6839	SUV39H1
23411	SIRT1	8340	HIST1H2BL
23411	SIRT1	2308	FOXO1
23411	SIRT1	128312	HIST3H2BB
23411	SIRT1	8341	HIST1H2BN
23411	SIRT1	3297	HSF1
23411	SIRT1	3066	HDAC2
7049	TGFBR3	7048	TGFBR2
5714	PSMD8	5684	PSMA3
5714	PSMD8	5704	PSMC4
5714	PSMD8	5685	PSMA4
5714	PSMD8	5716	PSMD10
5714	PSMD8	5721	PSME2
5714	PSMD8	5713	PSMD7
5714	PSMD8	5691	PSMB3
5714	PSMD8	11047	ADRM1
5714	PSMD8	5717	PSMD11
5714	PSMD8	5695	PSMB7
5714	PSMD8	9097	USP14
5714	PSMD8	5700	PSMC1
5714	PSMD8	5687	PSMA6
5714	PSMD8	5689	PSMB1
5714	PSMD8	5686	PSMA5
5714	PSMD8	5709	PSMD3
5714	PSMD8	5694	PSMB6
5714	PSMD8	5701	PSMC2
5714	PSMD8	5692	PSMB4
5714	PSMD8	10197	PSME3
5714	PSMD8	9861	PSMD6
5714	PSMD8	5702	PSMC3
5714	PSMD8	5707	PSMD1
5714	PSMD8	5708	PSMD2
5714	PSMD8	5705	PSMC5
5714	PSMD8	143471	PSMA8
5714	PSMD8	5718	PSMD12
5714	PSMD8	5699	PSMB10
5714	PSMD8	5693	PSMB5
5714	PSMD8	51377	UCHL5
5714	PSMD8	5710	PSMD4
5714	PSMD8	5688	PSMA7
5714	PSMD8	5690	PSMB2
5714	PSMD8	5720	PSME1
5714	PSMD8	23198	PSME4
5714	PSMD8	122706	PSMB11
5714	PSMD8	10213	PSMD14
5714	PSMD8	5719	PSMD13
5714	PSMD8	5706	PSMC6
5714	PSMD8	5682	PSMA1
112755	STX1B	8773	SNAP23
112755	STX1B	6616	SNAP25
1943	EFNA2	2046	EPHA8
1943	EFNA2	2044	EPHA5
1943	EFNA2	2041	EPHA1
1943	EFNA2	2043	EPHA4
1943	EFNA2	7525	YES1
1943	EFNA2	2042	EPHA3
1943	EFNA2	2534	FYN
1943	EFNA2	1969	EPHA2
1943	EFNA2	2045	EPHA7
1943	EFNA2	284656	EPHA10
1943	EFNA2	285220	EPHA6
1943	EFNA2	4067	LYN
27006	FGF22	5781	PTPN11
27006	FGF22	9982	FGFBP1
27006	FGF22	53834	FGFRL1
27006	FGF22	10818	FRS2
4713	NDUFB7	4698	NDUFA5
4713	NDUFB7	4710	NDUFB4
4713	NDUFB7	4706	NDUFAB1
4713	NDUFB7	374291	NDUFS7
4713	NDUFB7	4708	NDUFB2
4713	NDUFB7	4709	NDUFB3
4713	NDUFB7	4705	NDUFA10
4713	NDUFB7	4695	NDUFA2
4713	NDUFB7	4711	NDUFB5
4713	NDUFB7	4717	NDUFC1
4713	NDUFB7	51103	NDUFAF1
4713	NDUFB7	4722	NDUFS3
4713	NDUFB7	4716	NDUFB10
4713	NDUFB7	4704	NDUFA9
4713	NDUFB7	54539	NDUFB11
4713	NDUFB7	4726	NDUFS6
