V1	V2	V3	V4
7428	VHL	6147	RPL23A
7428	VHL	647099	hCG_16001
7428	VHL	51021	MRPS16
7428	VHL	471	ATIC
7428	VHL	4176	MCM7
7428	VHL	689	BTF3
7428	VHL	125988	C19orf70
7428	VHL	51649	MRPS23
7428	VHL	11101	ATE1
7428	VHL	382	ARF6
7428	VHL	6599	SMARCC1
7428	VHL	28985	MCTS1
7428	VHL	9377	COX5A
7428	VHL	280661	EIF1AP1
7428	VHL	1964	EIF1AX
7428	VHL	5757	PTMA
7428	VHL	84817	TXNDC17
7428	VHL	10959	TMED2
7428	VHL	3094	HINT1
7428	VHL	51552	RAB14
7428	VHL	11224	RPL35
7428	VHL	7086	TKT
7428	VHL	718	C3
7428	VHL	124801	LSM12
7428	VHL	653122	LSM12P
7428	VHL	7407	VARS
7428	VHL	6159	RPL29
7428	VHL	3093	UBE2K
7428	VHL	10892	MALT1
7428	VHL	8766	RAB11A
7428	VHL	23760	PITPNB
7428	VHL	55379	LRRC59
7428	VHL	5693	PSMB5
7428	VHL	2665	GDI2
7428	VHL	728641	FABP5L7
7428	VHL	2171	FABP5
7428	VHL	3251	HPRT1
7428	VHL	54205	CYCS
7428	VHL	4282	MIF
7428	VHL	47	ACLY
7428	VHL	7879	RAB7A
7428	VHL	5217	PFN2
7428	VHL	55737	VPS35
7428	VHL	1652	DDT
7428	VHL	5862	RAB2A
7428	VHL	1655	DDX5
7428	VHL	8900	CCNA1
7428	VHL	25843	MOBKL3
7428	VHL	231	AKR1B1
7428	VHL	6204	RPS10
7428	VHL	5521	PPP2R2B
7428	VHL	7323	UBE2D3
7428	VHL	3336	HSPE1
7428	VHL	7430	EZR
7428	VHL	6168	RPL37A
7428	VHL	539	ATP5O
7428	VHL	5870	RAB6A
7428	VHL	1029	CDKN2A
7428	VHL	11021	RAB35
7428	VHL	54583	EGLN1
7428	VHL	55249	YY1AP1
7428	VHL	23473	CAPN7
7428	VHL	9984	THOC1
7428	VHL	11004	KIF2C
7428	VHL	23770	FKBP8
7428	VHL	9821	RB1CC1
7428	VHL	112399	EGLN3
7428	VHL	11030	RBPMS
7428	VHL	112398	EGLN2
7431	VIM	1834	DSPP
7431	VIM	727773	LOC727773
7433	VIPR1	3106	HLA-B
7433	VIPR1	2317	FLNB
7436	VLDLR	3936	LCP1
7436	VLDLR	115209	OMA1
7441	VPREB1	25	ABL1
7443	VRK1	51231	VRK3
7443	VRK1	1104	RCC1
7443	VRK1	751867	SNHG3-RCC1
7443	VRK1	5901	RAN
7444	VRK2	596	BCL2
7444	VRK2	5901	RAN
7448	VTN	2258	FGF13
7449	VTNR	3611	ILK
7450	VWF	9601	PDIA4
7454	WAS	1956	EGFR
7454	WAS	10093	ARPC4
7454	WAS	10096	ACTR3
7454	WAS	10097	ACTR2
7458	EIF4H	4163	MCC
7461	CLIP2	23332	CLASP1
7462	LAT2	29760	BLNK
7469	WHSC2	25920	COBRA1
7469	WHSC2	5430	POLR2A
7486	WRN	26277	TINF2
7507	XPA	25885	POLR1A
7507	XPA	84172	POLR1B
7514	XPO1	1994	ELAVL1
7514	XPO1	5245	PHB
7520	XRCC5	7153	TOP2A
7520	XRCC5	5557	PRIM1
7520	XRCC5	5434	POLR2E
7520	XRCC5	5433	POLR2D
7520	XRCC5	4998	ORC1L
7520	XRCC5	5981	RFC1
7525	YES1	10413	YAP1
7525	YES1	2534	FYN
7527	YWHAA	4137	MAPT
7527	YWHAA	7248	TSC1
7527	YWHAA	7249	TSC2
7528	YY1	4193	MDM2
7528	YY1	7157	TP53
7528	YY1	1029	CDKN2A
7528	YY1	11016	ATF7
7528	YY1	1386	ATF2
7528	YY1	2146	EZH2
7528	YY1	9219	MTA2
7528	YY1	8996	NOL3
7529	YWHAB	221937	FOXK1
7529	YWHAB	285527	FRYL
7529	YWHAB	1731	SEPT1
7529	YWHAB	1459	CSNK2A2
7529	YWHAB	25831	HECTD1
7529	YWHAB	283106	CSNK2A1P
7529	YWHAB	9343	EFTUD2
7529	YWHAB	10746	MAP3K2
7529	YWHAB	8729	GBF1
7529	YWHAB	56957	OTUD7B
7529	YWHAB	9585	KIF20B
7529	YWHAB	23677	SH3BP4
7529	YWHAB	84451	KIAA1804
7529	YWHAB	10260	DENND4A
7529	YWHAB	51599	LSR
7529	YWHAB	89953	KLC4
7529	YWHAB	57551	TAOK1
7529	YWHAB	6732	SRPK1
7529	YWHAB	1676	DFFA
7529	YWHAB	22985	ACIN1
7529	YWHAB	51340	CRNKL1
7529	YWHAB	10284	SAP18
7529	YWHAB	2037	EPB41L2
7529	YWHAB	80851	SH3BP5L
7529	YWHAB	23479	ISCU
7529	YWHAB	10298	PAK4
7529	YWHAB	1503	CTPS
7529	YWHAB	57703	KIAA1604
7529	YWHAB	23077	MYCBP2
7529	YWHAB	8496	PPFIBP1
7531	YWHAE	995	CDC25C
7531	YWHAE	53616	ADAM22
7531	YWHAE	27185	DISC1
7532	YWHAG	285527	FRYL
7532	YWHAG	1731	SEPT1
7532	YWHAG	2011	MARK2
7532	YWHAG	80142	PTGES2
7532	YWHAG	4116	MAGOH
7532	YWHAG	9343	EFTUD2
7532	YWHAG	7936	RDBP
7532	YWHAG	642558	LOC642558
7532	YWHAG	1655	DDX5
7532	YWHAG	23517	SKIV2L2
7532	YWHAG	6789	STK4
7532	YWHAG	343069	HNRNPCL1
7532	YWHAG	337972	KRTAP19-5
7532	YWHAG	51111	SUV420H1
7532	YWHAG	3885	KRT34
7532	YWHAG	5509	PPP1R3D
7532	YWHAG	27339	PRPF19
7532	YWHAG	23271	CAMSAP1L1
7532	YWHAG	4686	NCBP1
7532	YWHAG	122786	FRMD6
7532	YWHAG	23122	CLASP2
7532	YWHAG	10284	SAP18
7532	YWHAG	5774	PTPN3
7532	YWHAG	30849	PIK3R4
7532	YWHAG	23191	CYFIP1
7532	YWHAG	6122	RPL3
7532	YWHAG	51530	ZC3HC1
7532	YWHAG	124245	ZC3H18
7532	YWHAG	4035	LRP1
7532	YWHAG	51319	RSRC1
7532	YWHAG	2037	EPB41L2
7532	YWHAG	9295	SFRS11
7532	YWHAG	6426	SFRS1
7532	YWHAG	27237	ARHGEF16
7532	YWHAG	23451	SF3B1
7532	YWHAG	6431	SFRS6
7532	YWHAG	57216	VANGL2
7532	YWHAG	65220	NADK
7532	YWHAG	8687	KRT38
7532	YWHAG	27332	ZNF638
7532	YWHAG	4139	MARK1
7532	YWHAG	8688	KRT37
7532	YWHAG	6429	SFRS4
7532	YWHAG	3888	KRT82
7532	YWHAG	2035	EPB41
7532	YWHAG	10397	NDRG1
7533	YWHAH	5163	PDK1
7533	YWHAH	6635	SNRPE
7533	YWHAH	3667	IRS1
7533	YWHAH	5290	PIK3CA
7533	YWHAH	65220	NADK
7533	YWHAH	23380	SRGAP2
7533	YWHAH	51564	HDAC7
7533	YWHAH	11228	RASSF8
7533	YWHAH	10746	MAP3K2
7533	YWHAH	8844	KSR1
7533	YWHAH	9101	USP8
7533	YWHAH	293	SLC25A6
7533	YWHAH	11190	CEP250
7533	YWHAH	10260	DENND4A
7533	YWHAH	708	C1QBP
7533	YWHAH	57530	CGN
7533	YWHAH	9470	EIF4E2
7533	YWHAH	10238	WDR68
7533	YWHAH	5129	PCTK3
7533	YWHAH	51307	FAM53C
7533	YWHAH	7159	TP53BP2
7533	YWHAH	51248	PDZD11
7533	YWHAH	678	ZFP36L2
7533	YWHAH	9493	KIF23
7533	YWHAH	5318	PKP2
7533	YWHAH	8673	VAMP8
7533	YWHAH	9759	HDAC4
7533	YWHAH	9321	TRIP11
7533	YWHAH	65055	REEP1
7533	YWHAH	23373	CRTC1
7533	YWHAH	84441	MAML2
7533	YWHAH	2309	FOXO3
7533	YWHAH	9135	RABEP1
7533	YWHAH	9564	BCAR1
7533	YWHAH	7005	TEAD3
7533	YWHAH	23332	CLASP1
7533	YWHAH	357	SHROOM2
7533	YWHAH	23095	KIF1B
7533	YWHAH	7074	TIAM1
7533	YWHAH	89953	KLC4
7533	YWHAH	3983	ABLIM1
7533	YWHAH	23122	CLASP2
7533	YWHAH	9882	TBC1D4
7533	YWHAH	5784	PTPN14
7533	YWHAH	5208	PFKFB2
7533	YWHAH	4008	LMO7
7533	YWHAH	23139	MAST2
7533	YWHAH	10749	KIF1C
7533	YWHAH	10458	BAIAP2
7533	YWHAH	3312	HSPA8
7533	YWHAH	4140	MARK3
7533	YWHAH	23031	MAST3
7533	YWHAH	51474	LIMA1
7533	YWHAH	51599	LSR
7533	YWHAH	80223	RAB11FIP1
7533	YWHAH	4301	MLLT4
7533	YWHAH	7529	YWHAB
7533	YWHAH	23216	TBC1D1
7533	YWHAH	22841	RAB11FIP2
7533	YWHAH	8660	IRS2
7533	YWHAH	10298	PAK4
7533	YWHAH	3831	KLC1
7533	YWHAH	26031	OSBPL3
7533	YWHAH	10971	YWHAQ
7533	YWHAH	23367	LARP1
7533	YWHAH	64837	KLC2
7533	YWHAH	84335	AKT1S1
7533	YWHAH	7534	YWHAZ
7533	YWHAH	2011	MARK2
7533	YWHAH	53616	ADAM22
7533	YWHAH	5218	PFTK1
7534	YWHAZ	10537	UBD
7534	YWHAZ	1731	SEPT1
7534	YWHAZ	5590	PRKCZ
7534	YWHAZ	5587	PRKD1
7534	YWHAZ	92609	TIMM50
7534	YWHAZ	3184	HNRNPD
7534	YWHAZ	27185	DISC1
7534	YWHAZ	988	CDC5L
7534	YWHAZ	5509	PPP1R3D
7534	YWHAZ	4233	MET
7534	YWHAZ	5411	PNN
7534	YWHAZ	10921	RNPS1
7534	YWHAZ	5933	RBL1
7534	YWHAZ	11284	PNKP
7534	YWHAZ	117159	DCD
7534	YWHAZ	10494	STK25
7535	ZAP70	1399	CRKL
7535	ZAP70	54716	SLC6A20
7535	ZAP70	23595	ORC3L
7535	ZAP70	83985	SPNS1
7538	ZFP36	167227	DCP2
7538	ZFP36	23644	EDC4
7538	ZFP36	80153	EDC3
7538	ZFP36	55802	DCP1A
7554	ZNF8	1639	DCTN1
7554	ZNF8	2201	FBN2
7554	ZNF8	4853	NOTCH2
7554	ZNF8	595	CCND1
7554	ZNF8	8788	DLK1
7554	ZNF8	4035	LRP1
7554	ZNF8	7057	THBS1
7554	ZNF8	22906	TRAK1
7554	ZNF8	8603	C4orf8
7554	ZNF8	2192	FBLN1
7554	ZNF8	79174	CRELD2
7554	ZNF8	9110	MTMR4
7555	CNBP	4869	NPM1
7555	CNBP	238	ALK
7555	CNBP	5914	RARA
7555	CNBP	4116	MAGOH
7555	CNBP	11224	RPL35
7555	CNBP	6223	RPS19
7555	CNBP	4163	MCC
7555	CNBP	4069	LYZ
7555	CNBP	3183	HNRNPC
7555	CNBP	1660	DHX9
7555	CNBP	6152	RPL24
7555	CNBP	6147	RPL23A
7555	CNBP	647099	hCG_16001
7555	CNBP	6165	RPL35A
7555	CNBP	6189	RPS3A
7555	CNBP	6154	RPL26
7555	CNBP	6217	RPS16
7568	ZNF20	328	APEX1
7572	ZNF24	328	APEX1
7572	ZNF24	55183	RIF1
7582	ZNF33B	9001	HAP1
7704	ZBTB16	5424	POLD1
7704	ZBTB16	3066	HDAC2
7704	ZBTB16	8841	HDAC3
7709	ZBTB17	8996	NOL3
7709	ZBTB17	4149	MAX
7718	ZNF165	7572	ZNF24
7726	TRIM26	1234	CCR5
7727	ZNF174	7745	ZNF192
7745	ZNF192	7718	ZNF165
7745	ZNF192	7572	ZNF24
7783	ZP2	5335	PLCG1
7786	MAP3K12	9479	MAPK8IP1
7786	MAP3K12	23542	MAPK8IP2
7804	LRP8	10755	GIPC1
7804	LRP8	9479	MAPK8IP1
7804	LRP8	3996	LLGL1
7804	LRP8	23542	MAPK8IP2
7804	LRP8	55333	SYNJ2BP
7804	LRP8	9722	NOS1AP
7804	LRP8	6328	SCN3A
7804	LRP8	321	APBA2
7804	LRP8	115209	OMA1
7804	LRP8	9270	ITGB1BP1
7804	LRP8	10393	ANAPC10
7805	LAPTM5	4734	NEDD4
7818	DAP3	3324	HSP90AA2
7818	DAP3	2099	ESR1
7818	DAP3	2100	ESR2
7818	DAP3	5241	PGR
7818	DAP3	7067	THRA
7818	DAP3	231	AKR1B1
7818	DAP3	374	AREG
7818	DAP3	58512	DLGAP3
7832	BTG2	23019	CNOT1
7832	BTG2	246175	CNOT6L
7837	PXDN	6401	SELE
7837	PXDN	3688	ITGB1
7837	PXDN	1437	CSF2
7837	PXDN	3655	ITGA6
7837	PXDN	1398	CRK
7837	PXDN	5069	PAPPA
7837	PXDN	5781	PTPN11
7837	PXDN	25	ABL1
7837	PXDN	6714	SRC
7837	PXDN	5794	PTPRH
7837	PXDN	28964	GIT1
7837	PXDN	7917	BAT3
7837	PXDN	84060	C7orf64
7837	PXDN	1107	CHD3
7837	PXDN	2185	PTK2B
7837	PXDN	3676	ITGA4
7837	PXDN	3932	LCK
7837	PXDN	4690	NCK1
7837	PXDN	26986	PABPC1
7851	MALL	148327	CREB3L4
7852	CXCR4	4627	MYH9
7857	SCG2	7143	TNR
7857	SCG2	6693	SPN
7857	SCG2	10522	DEAF1
7857	SCG2	5295	PIK3R1
7867	MAPKAPK3	8535	CBX4
7867	MAPKAPK3	1912	PHC2
7867	MAPKAPK3	648	BMI1
7881	KCNAB1	9787	DLGAP5
7884	SLBP	90459	THEX1
7913	DEK	6427	SFRS2
7913	DEK	1616	DAXX
7913	DEK	8361	HIST1H4F
7913	DEK	8370	HIST2H4A
7913	DEK	8362	HIST1H4K
7913	DEK	121504	HIST4H4
7913	DEK	8363	HIST1H4J
7913	DEK	8365	HIST1H4H
7913	DEK	8366	HIST1H4B
7913	DEK	8359	HIST1H4A
7913	DEK	8364	HIST1H4C
7913	DEK	554313	HIST2H4B
7913	DEK	8368	HIST1H4L
7913	DEK	8294	HIST1H4I
7913	DEK	8367	HIST1H4E
7913	DEK	8360	HIST1H4D
7913	DEK	3066	HDAC2
7913	DEK	8350	HIST1H3A
7913	DEK	8355	HIST1H3G
7913	DEK	8358	HIST1H3B
7913	DEK	8968	HIST1H3F
7913	DEK	8356	HIST1H3J
7913	DEK	8357	HIST1H3H
7913	DEK	8354	HIST1H3I
7913	DEK	8353	HIST1H3E
7913	DEK	8352	HIST1H3C
7913	DEK	8351	HIST1H3D
7916	BAT2	1238	CCBP2
7916	BAT2	51554	CCRL1
7916	BAT2	2058	EPRS
7917	BAT3	3303	HSPA1A
7917	BAT3	10231	RCAN2
7919	BAT1	26097	C1orf77
7920	BAT5	4539	ND4L
7936	RDBP	58509	C19orf29
7936	RDBP	7469	WHSC2
7936	RDBP	5430	POLR2A
7940	LST1	58509	C19orf29
7965	JTV1	645455	CEP170L
7982	ST7	9372	ZFYVE9
7982	ST7	88	ACTN2
7982	ST7	27231	ITGB1BP3
7984	ARHGEF5	387	RHOA
7988	ZNF212	5977	DPF2
7988	ZNF212	27289	RND1
7993	UBXN8	80124	VCPIP1
7993	UBXN8	55666	NPLOC4
7993	UBXN8	7353	UFD1L
7993	UBXN8	7415	VCP
8013	NR4A3	10987	COPS5
8021	NUP214	56000	NXF3
8028	MLLT10	6598	SMARCB1
8029	CUBN	4282	MIF
8029	CUBN	4504	MT3
8031	NCOA4	2099	ESR1
8034	SLC25A16	1739	DLG1
8034	SLC25A16	9787	DLGAP5
8036	SHOC2	55914	ERBB2IP
8048	CSRP3	8861	LDB1
8048	CSRP3	10522	DEAF1
8061	FOSL1	1386	ATF2
8061	FOSL1	2354	FOSB
8061	FOSL1	9935	MAFB
8065	CUL5	9040	UBE2M
8065	CUL5	9039	UBA3
8065	CUL5	4738	NEDD8
8073	PTP4A2	26505	CNNM3
8073	PTP4A2	26504	CNNM4
8073	PTP4A2	2339	FNTA
8073	PTP4A2	2342	FNTB
8073	PTP4A2	7803	PTP4A1
8079	MLF2	64210	MMS19
8079	MLF2	8601	RGS20
8079	MLF2	10654	PMVK
8079	MLF2	9131	AIFM1
8087	FXR1	55183	RIF1
8089	YEATS4	22832	KIAA1009
8099	CDK2AP1	276	AMY1A
8099	CDK2AP1	3493	IGHA1
8099	CDK2AP1	3494	IGHA2
8099	CDK2AP1	1460	CSNK2B
8125	ANP32A	7514	XPO1
8128	ST8SIA2	29113	C6orf15
8148	TAF15	6882	TAF11
8148	TAF15	6908	TBP
8165	AKAP1	89876	C3orf15
8175	SF3A2	10946	SF3A3
8202	NCOA3	2115	ETV1
8202	NCOA3	7068	THRB
8202	NCOA3	5465	PPARA
8202	NCOA3	5970	RELA
8202	NCOA3	10498	CARM1
8202	NCOA3	2113	ETS1
8202	NCOA3	2114	ETS2
8202	NCOA3	2932	GSK3B
8202	NCOA3	10062	NR1H3
8202	NCOA3	7376	NR1H2
8202	NCOA3	5468	PPARG
8202	NCOA3	10519	CIB1
8202	NCOA3	10197	PSME3
8204	NRIP1	88	ACTN2
8204	NRIP1	2101	ESRRA
8204	NRIP1	10519	CIB1
8204	NRIP1	7376	NR1H2
8204	NRIP1	9734	HDAC9
8204	NRIP1	10014	HDAC5
8208	CHAF1B	23468	CBX5
8209	C21orf33	23411	SIRT1
8215	DVL1L1	1857	DVL3
8215	DVL1L1	58	ACTA1
8215	DVL1L1	1457	CSNK2A1
8215	DVL1L1	1459	CSNK2A2
8215	DVL1L1	1499	CTNNB1
8243	SMC1A	50511	SYCP3
8243	SMC1A	5422	POLA1
8243	SMC1A	5981	RFC1
8243	SMC1A	4176	MCM7
8288	EPX	2057	EPOR
8288	EPX	5335	PLCG1
8288	EPX	5295	PIK3R1
8289	ARID1A	6602	SMARCD1
8289	ARID1A	6605	SMARCE1
8289	ARID1A	6601	SMARCC2
8290	HIST3H3	23186	RCOR1
8290	HIST3H3	9682	JMJD2A
8294	HIST1H4I	9759	HDAC4
8294	HIST1H4I	3008	HIST1H1E
8294	HIST1H4I	387893	SETD8
8295	TRRAP	6881	TAF10
8312	AXIN1	8215	DVL1L1
8312	AXIN1	7248	TSC1
8312	AXIN1	7249	TSC2
8313	AXIN2	10297	APC2
8313	AXIN2	29882	ANAPC2
8313	AXIN2	79085	SLC25A23
8315	BRAP	8844	KSR1
8318	CDC45L	4998	ORC1L
8318	CDC45L	23594	ORC6L
8318	CDC45L	4175	MCM6
8318	CDC45L	11073	TOPBP1
8335	HIST1H2AB	8350	HIST1H3A
8350	HIST1H3A	3015	H2AFZ
8350	HIST1H3A	9555	H2AFY
8350	HIST1H3A	1105	CHD1
8350	HIST1H3A	80854	SETD7
8350	HIST1H3A	10036	CHAF1A
8350	HIST1H3A	8208	CHAF1B
8350	HIST1H3A	9682	JMJD2A
8350	HIST1H3A	1956	EGFR
8351	HIST1H3D	80854	SETD7
8351	HIST1H3D	10036	CHAF1A
8351	HIST1H3D	8208	CHAF1B
8351	HIST1H3D	9682	JMJD2A
8351	HIST1H3D	1956	EGFR
8352	HIST1H3C	80854	SETD7
8352	HIST1H3C	10036	CHAF1A
8352	HIST1H3C	8208	CHAF1B
8352	HIST1H3C	9682	JMJD2A
8352	HIST1H3C	1956	EGFR
8353	HIST1H3E	80854	SETD7
8353	HIST1H3E	9682	JMJD2A
8353	HIST1H3E	1956	EGFR
8354	HIST1H3I	80854	SETD7
8354	HIST1H3I	10036	CHAF1A
8354	HIST1H3I	8208	CHAF1B
8354	HIST1H3I	9682	JMJD2A
8354	HIST1H3I	1956	EGFR
8355	HIST1H3G	80854	SETD7
8355	HIST1H3G	10036	CHAF1A
8355	HIST1H3G	8208	CHAF1B
8355	HIST1H3G	9682	JMJD2A
8355	HIST1H3G	1956	EGFR
8356	HIST1H3J	80854	SETD7
8356	HIST1H3J	10036	CHAF1A
8356	HIST1H3J	8208	CHAF1B
8356	HIST1H3J	9682	JMJD2A
8356	HIST1H3J	1956	EGFR
8357	HIST1H3H	80854	SETD7
8357	HIST1H3H	10036	CHAF1A
8357	HIST1H3H	8208	CHAF1B
8357	HIST1H3H	9682	JMJD2A
8357	HIST1H3H	1956	EGFR
8358	HIST1H3B	80854	SETD7
8358	HIST1H3B	10036	CHAF1A
8358	HIST1H3B	8208	CHAF1B
8358	HIST1H3B	9682	JMJD2A
8358	HIST1H3B	1956	EGFR
8359	HIST1H4A	3015	H2AFZ
8359	HIST1H4A	9555	H2AFY
8359	HIST1H4A	9759	HDAC4
8359	HIST1H4A	3008	HIST1H1E
8359	HIST1H4A	387893	SETD8
8360	HIST1H4D	9759	HDAC4
8360	HIST1H4D	3008	HIST1H1E
8360	HIST1H4D	387893	SETD8
8361	HIST1H4F	85236	HIST1H2BK
8361	HIST1H4F	8335	HIST1H2AB
8361	HIST1H4F	8350	HIST1H3A
8361	HIST1H4F	9759	HDAC4
8361	HIST1H4F	3008	HIST1H1E
8361	HIST1H4F	387893	SETD8
8362	HIST1H4K	9759	HDAC4
8362	HIST1H4K	3008	HIST1H1E
8362	HIST1H4K	387893	SETD8
8363	HIST1H4J	9759	HDAC4
8363	HIST1H4J	3008	HIST1H1E
8363	HIST1H4J	387893	SETD8
8364	HIST1H4C	9759	HDAC4
8364	HIST1H4C	3008	HIST1H1E
8364	HIST1H4C	387893	SETD8
8365	HIST1H4H	9759	HDAC4
8365	HIST1H4H	3008	HIST1H1E
8365	HIST1H4H	387893	SETD8
8366	HIST1H4B	9759	HDAC4
8366	HIST1H4B	3008	HIST1H1E
8366	HIST1H4B	387893	SETD8
8367	HIST1H4E	9759	HDAC4
8367	HIST1H4E	3008	HIST1H1E
8367	HIST1H4E	387893	SETD8
8368	HIST1H4L	9759	HDAC4
8368	HIST1H4L	3008	HIST1H1E
8368	HIST1H4L	387893	SETD8
8370	HIST2H4A	9759	HDAC4
8370	HIST2H4A	3008	HIST1H1E
8370	HIST2H4A	387893	SETD8
8379	MAD1L1	3065	HDAC1
8379	MAD1L1	3066	HDAC2
8405	SPOP	9046	DOK2
8405	SPOP	2664	GDI1
8405	SPOP	8395	PIP5K1B
8409	UXT	231	AKR1B1
8409	UXT	374	AREG
8409	UXT	9184	BUB3
8409	UXT	10370	CITED2
8411	EEA1	4905	NSF
8411	EEA1	9135	RABEP1
8411	EEA1	9372	ZFYVE9
8411	EEA1	6010	RHO
8412	BCAR3	6897	TARS
8412	BCAR3	3376	IARS
8412	BCAR3	9564	BCAR1
8412	BCAR3	10155	TRIM28
8412	BCAR3	5518	PPP2R1A
8412	BCAR3	5708	PSMD2
8412	BCAR3	5707	PSMD1
8412	BCAR3	302	ANXA2
8412	BCAR3	55379	LRRC59
8412	BCAR3	10097	ACTR2
8412	BCAR3	8607	RUVBL1
8412	BCAR3	1936	EEF1D
8412	BCAR3	7170	TPM3
8412	BCAR3	3799	KIF5B
8412	BCAR3	6147	RPL23A
8412	BCAR3	647099	hCG_16001
8412	BCAR3	5214	PFKP
8417	STX7	9476	NAPSA
8428	STK24	6801	STRN
8428	STK24	29966	STRN3
8428	STK24	5518	PPP2R1A
8428	STK24	29888	STRN4
8428	STK24	10494	STK25
8428	STK24	85369	FAM40A
8428	STK24	5516	PPP2CB
8428	STK24	7871	SLMAP
8428	STK24	347	APOD
8428	STK24	1655	DDX5
8428	STK24	9908	G3BP2
8428	STK24	10015	PDCD6IP
8428	STK24	9841	ZBTB24
8428	STK24	57338	JPH3
8428	STK24	10492	SYNCRIP
8428	STK24	10151	HNRNPA3P1
8428	STK24	220988	HNRNPA3
8428	STK24	2171	FABP5
8428	STK24	1832	DSP
8428	STK24	1834	DSPP
8428	STK24	5515	PPP2CA
8428	STK24	5519	PPP2R1B
8428	STK24	57464	FAM40B
8428	STK24	10576	CCT2
8428	STK24	10694	CCT8
8428	STK24	83992	CTTNBP2
8428	STK24	7203	CCT3
8428	STK24	6950	TCP1
8428	STK24	22948	CCT5
8428	STK24	26127	FGFR1OP2
8428	STK24	908	CCT6A
8428	STK24	10574	CCT7
8428	STK24	10575	CCT4
8431	NR0B2	231	AKR1B1
8431	NR0B2	374	AREG
8431	NR0B2	6258	RXRG
8431	NR0B2	7067	THRA
8431	NR0B2	5430	POLR2A
8435	SOAT2	1045	CDX2
8446	DUSP11	2058	EPRS
8450	CUL4B	7089	TLE2
8450	CUL4B	80335	WDR82
8450	CUL4B	1642	DDB1
8450	CUL4B	83743	GRWD1
8450	CUL4B	7090	TLE3
8450	CUL4B	114227	LOC114227
8450	CUL4B	80232	WDR26
8450	CUL4B	7088	TLE1
8450	CUL4B	51514	DTL
8450	CUL4B	55234	SMU1
8450	CUL4B	1643	DDB2
8450	CUL4B	9410	SNRNP40
8450	CUL4B	54554	WDR5B
8450	CUL4B	64326	RFWD2
8450	CUL4B	79968	WDR76
8450	CUL4B	8451	CUL4A
8450	CUL4B	5929	RBBP5
8450	CUL4B	282809	WDR51B
8450	CUL4B	80349	WDR61
8450	CUL4B	11091	WDR5
8451	CUL4A	3303	HSPA1A
8451	CUL4A	3320	HSP90AA1
8451	CUL4A	3324	HSP90AA2
8451	CUL4A	4738	NEDD8
8451	CUL4A	8726	EED
8451	CUL4A	11091	WDR5
8451	CUL4A	5929	RBBP5
8451	CUL4A	1643	DDB2
8451	CUL4A	8848	TSC22D1
8454	CUL1	1028	CDKN1C
8454	CUL1	5499	PPP1CA
8454	CUL1	9040	UBE2M
8454	CUL1	9039	UBA3
8458	TTF2	1810	DR1
8458	TTF2	4931	NVL
8464	SUPT3H	23450	SF3B3
8464	SUPT3H	79595	SAP130
8464	SUPT3H	6877	TAF5
8464	SUPT3H	6881	TAF10
8467	SMARCA5	54107	POLE3
8467	SMARCA5	5928	RBBP4
8467	SMARCA5	1107	CHD3
8467	SMARCA5	8243	SMC1A
8467	SMARCA5	9126	SMC3
8467	SMARCA5	51773	RSF1
8467	SMARCA5	84172	POLR1B
8470	SORBS2	58512	DLGAP3
8476	CDC42BPA	998	CDC42
8476	CDC42BPA	10627	MRCL3
8491	MAP4K3	7186	TRAF2
8491	MAP4K3	4690	NCK1
8493	PPM1D	4193	MDM2
8497	PPFIA4	10499	NCOA2
8497	PPFIA4	5335	PLCG1
8498	RANBP3	3795	KHK
8499	PPFIA2	10849	CD3EAP
8499	PPFIA2	988	CDC5L
8500	PPFIA1	10849	CD3EAP
8500	PPFIA1	80852	GRIP2
8502	PKP4	1834	DSPP
8502	PKP4	999	CDH1
8502	PKP4	51343	FZR1
8502	PKP4	1000	CDH2
8506	CNTNAP1	3736	KCNA1
8506	CNTNAP1	3737	KCNA2
8506	CNTNAP1	1398	CRK
8506	CNTNAP1	4690	NCK1
8517	IKBKG	339122	RAB43
8517	IKBKG	10155	TRIM28
8517	IKBKG	1917	EEF1A2
8517	IKBKG	10399	GNB2L1
8517	IKBKG	3376	IARS
8517	IKBKG	3799	KIF5B
8517	IKBKG	6224	RPS20
8517	IKBKG	3310	HSPA6
8517	IKBKG	6188	RPS3
8517	IKBKG	83481	EPPK1
8517	IKBKG	4641	MYO1C
8517	IKBKG	9349	RPL23
8517	IKBKG	7514	XPO1
8517	IKBKG	94081	SFXN1
8517	IKBKG	6181	RPLP2
8517	IKBKG	6204	RPS10
8517	IKBKG	6193	RPS5
8517	IKBKG	4141	MARS
8517	IKBKG	10592	SMC2
8517	IKBKG	3313	HSPA9
8517	IKBKG	539	ATP5O
8517	IKBKG	292	SLC25A5
8517	IKBKG	51065	RPS27L
8517	IKBKG	829	CAPZA1
8517	IKBKG	5917	RARS
8517	IKBKG	3502	IGHG3
8517	IKBKG	1627	DBN1
8517	IKBKG	3309	HSPA5
8517	IKBKG	3305	HSPA1L
8517	IKBKG	2802	GOLGA3
8517	IKBKG	10128	LRPPRC
8517	IKBKG	7407	VARS
8517	IKBKG	5591	PRKDC
8517	IKBKG	2618	GART
8517	IKBKG	5500	PPP1CB
8517	IKBKG	5501	PPP1CC
8517	IKBKG	1314	COPA
8517	IKBKG	293	SLC25A6
8517	IKBKG	142	PARP1
8517	IKBKG	7311	UBA52
8517	IKBKG	6233	RPS27A
