DR	DRs	X	X.1	X.2	new
HBA1	HBA1	     3039.2	     3039.4	4.753422e-01	0.241421339081289
C1orf56	C1orf56	    54964.2	    54964.4	3.690074e-01	0.187415004682742
FOXR2	FOXR2	   139628.2	   139628.4	1.043055e-01	0.0529756741218082
TRIB3	TRIB3	    57761.2	    57761.4	5.014926e-01	0.254702854136151
TWF2	TWF2	    11344.2	    11344.4	5.560853e-01	0.282429916320117
SV2A	SV2A	     9900.2	     9900.4	2.700715e-01	0.137166494322811
TCEAL3	TCEAL3	    85012.2	    85012.4	7.345867e-01	0.373088913177296
BNIP3L	BNIP3L	      665.2	      665.4	8.702933e-01	0.442012878047591
PCOLCE	PCOLCE	     5118.2	     5118.4	8.415438e-01	0.427411307246771
TBL1Y	TBL1Y	    90665.2	    90665.4	3.266633e-01	0.165908878518913
MANSC1	MANSC1	    54682.2	    54682.4	6.173710e-01	0.313556283304858
PNPLA5	PNPLA5	   150379.2	   150379.4	2.129397e-01	0.108149849766269
NDUFA4L2	NDUFA4L2	    56901.2	    56901.4	9.929812e-01	0.50432478115039
PLCB3	PLCB3	     5331.2	     5331.4	8.482087e-01	0.430796340351013
TEX261	TEX261	   113419.2	   113419.4	4.623441e-01	0.234819739838654
PRDX5	PRDX5	    25824.2	    25824.4	1.839289e-03	0.000934155674243702
MYL7	MYL7	    58498.2	    58498.4	2.509447e-01	0.127452192356059
SEL1L3	SEL1L3	    23231.2	    23231.4	8.196250e-01	0.416278977638639
SPATA6	SPATA6	    54558.2	    54558.4	1.196160e+00	0.607517171745901
MEAF6	MEAF6	    64769.2	    64769.4	7.698963e-02	0.039102229025685
GPR25	GPR25	     2848.2	     2848.4	2.606619e-01	0.132387456753204
UNC93B1	UNC93B1	    81622.2	    81622.4	3.430813e-01	0.174247409255373
ODF2L	ODF2L	    57489.2	    57489.4	8.034573e-01	0.408067571658138
STX1A	STX1A	     6804.2	     6804.4	2.950206e-01	0.149837881653607
WBP2	WBP2	    23558.2	    23558.4	4.583613e-01	0.232796917313549
RGS7	RGS7	     6000.2	     6000.4	2.140725e-01	0.108725187055724
TNN	TNN	    63923.2	    63923.4	7.139716e-01	0.362618719183801
EFCAB3	EFCAB3	   146779.2	   146779.4	1.502841e-01	0.0763277248782589
SERPINA6	SERPINA6	      866.2	      866.4	4.561778e-01	0.231687940467218
PPP1R2	PPP1R2	     5504.2	     5504.4	8.598789e-01	0.436723513051746
PZP	PZP	     5858.2	     5858.4	6.898231e-01	0.350353948231833
RNF115	RNF115	    27246.2	    27246.4	2.447718e-01	0.124317040913551
GRIP2	GRIP2	    80852.2	    80852.4	6.059299e-01	0.307745468101489
KRT27	KRT27	   342574.2	   342574.4	6.831133e-01	0.346946110886511
DDX6	DDX6	     1656.2	     1656.4	4.598252e-01	0.233540416835117
PIAS3	PIAS3	    10401.2	    10401.4	5.033515e-01	0.255646970032485
CYTIP	CYTIP	     9595.2	     9595.4	3.604257e-02	0.0183056448876853
GPR20	GPR20	     2843.2	     2843.4	5.870465e-01	0.298154786452757
VPS36	VPS36	    51028.2	    51028.4	3.788644e-01	0.192421272039867
NLRX1	NLRX1	    79671.2	    79671.4	8.017741e-01	0.407212691956858
MIR548H3	MIR548H3	100302287.2	100302287.4	5.662889e-02	0.028761221819748
NKAP	NKAP	    79576.2	    79576.4	5.054184e-01	0.256696726956543
ATP6V0B	ATP6V0B	      533.2	      533.4	3.734983e-01	0.189695885891438
CCDC73	CCDC73	   493860.2	   493860.4	4.426801e-01	0.224832599602221
STOML3	STOML3	   161003.2	   161003.4	6.810587e-02	0.0345902601003996
SNX33	SNX33	   257364.2	   257364.4	9.082208e-01	0.461275859196763
GOPC	GOPC	    57120.2	    57120.4	3.572570e-01	0.181447099239588
ABCB7	ABCB7	       22.2	       22.4	2.757963e-01	0.14007406045511
VSTM1	VSTM1	   284415.2	   284415.4	1.884434e-01	0.0957084348265964
TRMT61A	TRMT61A	   115708.2	   115708.4	4.024030e-01	0.204376281151406
CRHR2	CRHR2	     1395.2	     1395.4	6.959230e-01	0.353452023736726
ERI1	ERI1	    90459.2	    90459.4	8.788246e-02	0.0446345836219839
CNOT6L	CNOT6L	   246175.2	   246175.4	7.904260e-01	0.401449110482231
DR1	DR1	     1810.2	     1810.4	1.300568e-01	0.0660544904547237
TRIM68	TRIM68	    55128.2	    55128.4	4.273650e-01	0.21705422025748
MBD1	MBD1	     4152.2	     4152.4	4.108496e-01	0.208666221078229
FCN3	FCN3	     8547.2	     8547.4	9.914468e-01	0.503545475415098
OR10H2	OR10H2	    26538.2	    26538.4	2.461634e-01	0.125023820020194
CHST12	CHST12	    55501.2	    55501.4	3.628578e-01	0.184291687066897
CNTN6	CNTN6	    27255.2	    27255.4	5.666502e-01	0.287795718694196
ZBTB10	ZBTB10	    65986.2	    65986.4	9.644891e-01	0.48985394112138
C1orf61	C1orf61	    10485.2	    10485.4	1.095364e+00	0.556323936022168
FAM96B	FAM96B	    51647.2	    51647.4	8.246376e-01	0.418824824828892
NHLRC4	NHLRC4	   283948.2	   283948.4	3.674747e-01	0.186636562359696
DDX1	DDX1	     1653.2	     1653.4	4.493895e-01	0.228240233791721
SNX11	SNX11	    29916.2	    29916.4	2.745142e-01	0.139422895254889
PI4K2B	PI4K2B	    55300.2	    55300.4	2.199497e-01	0.111710155556413
SCYL3	SCYL3	    57147.2	    57147.4	4.606122e-01	0.233940125915979
B4GALNT1	B4GALNT1	     2583.2	     2583.4	1.569635e+00	0.797201223810675
MRFAP1	MRFAP1	    93621.2	    93621.4	6.784206e-03	0.0034456273756534
ADIPOR1	ADIPOR1	    51094.2	    51094.4	3.753780e-01	0.190650565890544
MBTPS1	MBTPS1	     8720.2	     8720.4	2.536014e-01	0.128801502540464
CREB1	CREB1	     1385.2	     1385.4	7.444967e-01	0.378122098680909
GALNT12	GALNT12	    79695.2	    79695.4	7.406442e-01	0.376165454164999
LALBA	LALBA	     3906.2	     3906.4	1.235000e-01	0.0627243602115258
ACTR2	ACTR2	    10097.2	    10097.4	5.106505e-01	0.259354055904419
SIAH1	SIAH1	     6477.2	     6477.4	4.650577e-01	0.236197948938816
ELMOD3	ELMOD3	    84173.2	    84173.4	8.364876e-01	0.42484331607186
RBM43	RBM43	   375287.2	   375287.4	5.432606e-01	0.275916385126556
TLK2	TLK2	    11011.2	    11011.4	3.510322e-01	0.178285588329104
ADCY3	ADCY3	      109.2	      109.4	6.572170e-01	0.333793650567922
TMPRSS4	TMPRSS4	    56649.2	    56649.4	3.767918e-01	0.191368620145338
GNB1	GNB1	     2782.2	     2782.4	2.927747e-01	0.148697212498959
FEM1A	FEM1A	    55527.2	    55527.4	3.733744e-01	0.189632958375404
SLITRK1	SLITRK1	   114798.2	   114798.4	5.132687e-01	0.260683812340904
FN3KRP	FN3KRP	    79672.2	    79672.4	3.506691e-01	0.178101173631187
FGF6	FGF6	     2251.2	     2251.4	8.146382e-02	0.041374623399894
EMB	EMB	   133418.2	   133418.4	3.387745e-01	0.172060030514005
SLC16A3	SLC16A3	     9123.2	     9123.4	6.683550e-01	0.339450524446756
MFF	MFF	    56947.2	    56947.4	6.087964e-01	0.309201333514819
TPTE2	TPTE2	    93492.2	    93492.4	4.550135e-01	0.231096604656738
SUCLA2	SUCLA2	     8803.2	     8803.4	7.609998e-01	0.386503850818616
PRICKLE3	PRICKLE3	     4007.2	     4007.4	2.389977e-01	0.121384435826123
AP1AR	AP1AR	    55435.2	    55435.4	3.567165e-01	0.181172584934371
HSPA5	HSPA5	     3309.2	     3309.4	0.000000e+00	0
SENP3	SENP3	    26168.2	    26168.4	8.681439e-01	0.440921220235133
UBASH3B	UBASH3B	    84959.2	    84959.4	5.134123e-01	0.260756745281198
LARP4B	LARP4B	    23185.2	    23185.4	4.113668e-01	0.208928901556783
WDR82	WDR82	    80335.2	    80335.4	6.306592e-01	0.320305221307795
MIR769	MIR769	   768217.2	   768217.4	9.056749e-02	0.0459982823175204
CCNB2	CCNB2	     9133.2	     9133.4	4.468255e-01	0.226938004969191
VSIG2	VSIG2	    23584.2	    23584.4	2.875722e-01	0.146054917081951
CHRNE	CHRNE	     1145.2	     1145.4	6.857166e-01	0.348268299768606
MLLT3	MLLT3	     4300.2	     4300.4	8.257218e-01	0.419375478685907
OOEP	OOEP	   441161.2	   441161.4	7.147563e-01	0.363017260118684
SCFD1	SCFD1	    23256.2	    23256.4	2.775852e-01	0.140982624082498
PIK3C2G	PIK3C2G	     5288.2	     5288.4	9.438143e-01	0.479353426121369
ATG16L1	ATG16L1	    55054.2	    55054.4	1.612989e-01	0.0819220267637481
PNKD	PNKD	    25953.2	    25953.4	2.027649e-01	0.10298217510813
CD99L2	CD99L2	    83692.2	    83692.4	3.773458e-01	0.191649990959566
RAP2B	RAP2B	     5912.2	     5912.4	5.838681e-02	0.0296540510286795
CALM3	CALM3	      808.2	      808.4	3.275939e-01	0.166381520540069
FHL1	FHL1	     2273.2	     2273.4	5.543183e-01	0.281532475474013
CTSC	CTSC	     1075.2	     1075.4	4.506928e-01	0.228902166250536
MTFMT	MTFMT	   123263.2	   123263.4	1.796140e-01	0.0912240747775952
LYG2	LYG2	   254773.2	   254773.4	5.197216e-01	0.263961172859195
GCA	GCA	    25801.2	    25801.4	5.881012e-01	0.298690457567859
RTBDN	RTBDN	    83546.2	    83546.4	8.379020e-01	0.425561675060388
TBC1D2	TBC1D2	    55357.2	    55357.4	5.005925e-01	0.254245702746464
DRAM1	DRAM1	    55332.2	    55332.4	7.402323e-01	0.375956254456731
GCC2	GCC2	     9648.2	     9648.4	1.081766e-01	0.0549417653834668
TMEM123	TMEM123	   114908.2	   114908.4	1.612610e-01	0.0819027777495617
CDKN1B	CDKN1B	     1027.2	     1027.4	6.726103e-01	0.341611746875971
CPD	CPD	     1362.2	     1362.4	4.366066e-01	0.221747932381616
FCN2	FCN2	     2220.2	     2220.4	8.198059e-01	0.416370854859386
ATP13A5	ATP13A5	   344905.2	   344905.4	6.254434e-02	0.0317656170959688
DPEP2	DPEP2	    64174.2	    64174.4	2.812662e-01	0.14285216553949
C20orf202	C20orf202	   400831.2	   400831.4	7.502180e-01	0.381027887199761
WISP2	WISP2	     8839.2	     8839.4	9.033922e-01	0.458823463684881
TRAF4	TRAF4	     9618.2	     9618.4	7.844124e-01	0.398394865846053
GNB4	GNB4	    59345.2	    59345.4	9.670924e-01	0.491176130003474
SGCZ	SGCZ	   137868.2	   137868.4	4.244955e-01	0.21559683117548
DCUN1D4	DCUN1D4	    23142.2	    23142.4	9.790393e-01	0.497243835744454
UPP2	UPP2	   151531.2	   151531.4	3.550903e-01	0.180346654937804
CCDC83	CCDC83	   220047.2	   220047.4	2.832059e-01	0.143837318911979
ZNF572	ZNF572	   137209.2	   137209.4	4.764828e-01	0.242000637909283
DCTN1	DCTN1	     1639.2	     1639.4	2.926526e-01	0.148635199184126
COL5A1	COL5A1	     1289.2	     1289.4	1.140062e+00	0.579025583412733
SAA3P	SAA3P	     6290.2	     6290.4	8.698871e-02	0.0441806573309794
DCBLD2	DCBLD2	   131566.2	   131566.4	6.057077e-01	0.307632615042063
TMEM8A	TMEM8A	    58986.2	    58986.4	1.371346e-01	0.0696492311567896
OR14A16	OR14A16	   284532.2	   284532.4	4.666126e-02	0.0236987666410013
MID1	MID1	     4281.2	     4281.4	5.953693e-01	0.302381849652502
CALML6	CALML6	   163688.2	   163688.4	2.286558e-01	0.116131892823114
ZNF782	ZNF782	   158431.2	   158431.4	3.853604e-01	0.195720522598038
ZNF34	ZNF34	    80778.2	    80778.4	6.287043e-01	0.31931234801405
RARG	RARG	     5916.2	     5916.4	5.463345e-01	0.277477586833877
NAB2	NAB2	     4665.2	     4665.4	6.119202e-01	0.310787878911004
PSMA6	PSMA6	     5687.2	     5687.4	4.091384e-01	0.207797120469371
BACH2	BACH2	    60468.2	    60468.4	4.684004e-01	0.237895671358889
COPS6	COPS6	    10980.2	    10980.4	2.782712e-01	0.141331036318166
LSG1	LSG1	    55341.2	    55341.4	1.300471e-01	0.0660495639260269
SLC35C2	SLC35C2	    51006.2	    51006.4	5.899889e-01	0.299649200683416
ADAMDEC1	ADAMDEC1	    27299.2	    27299.4	7.517891e-01	0.381825832481772
GFRA3	GFRA3	     2676.2	     2676.4	5.749622e-01	0.292017296686732
XK	XK	     7504.2	     7504.4	8.059220e-01	0.409319367047719
IGHMBP2	IGHMBP2	     3508.2	     3508.4	3.353844e-02	0.0170338234128959
PSMC1	PSMC1	     5700.2	     5700.4	7.915485e-01	0.402019216509255
ACLY	ACLY	       47.2	       47.4	1.171540e-01	0.0595012930868105
POU2F3	POU2F3	    25833.2	    25833.4	4.465251e-01	0.226785434946458
PIWIL1	PIWIL1	     9271.2	     9271.4	2.497687e-01	0.12685491423777
ILKAP	ILKAP	    80895.2	    80895.4	1.268724e-01	0.0644371669514234
OTUD7A	OTUD7A	   161725.2	   161725.4	5.937565e-01	0.301562725375991
ALG6	ALG6	    29929.2	    29929.4	4.115071e-01	0.209000158461542
RGPD4	RGPD4	   285190.2	   285190.4	2.816339e-02	0.0143038916529367
TRPC4	TRPC4	     7223.2	     7223.4	2.394050e-01	0.121591299242432
COPS8	COPS8	    10920.2	    10920.4	3.048545e-01	0.154832416761981
TRIM14	TRIM14	     9830.2	     9830.4	1.262546e-02	0.00641233927834989
TNFRSF11A	TNFRSF11A	     8792.2	     8792.4	7.116579e-01	0.361443615117231
MFNG	MFNG	     4242.2	     4242.4	4.931254e-01	0.250453240640103
RPRD2	RPRD2	    23248.2	    23248.4	6.143559e-01	0.312024945503451
CENPM	CENPM	    79019.2	    79019.4	6.460528e-01	0.328123469982711
REEP1	REEP1	    65055.2	    65055.4	9.199984e-01	0.46725757923585
MBIP	MBIP	    51562.2	    51562.4	5.034960e-01	0.25572036007338
CNR1	CNR1	     1268.2	     1268.4	6.960007e-01	0.353491486755256
SNORD114-28	SNORD114-28	   767609.2	   767609.4	3.939979e-02	0.0200107418641172
KCNT2	KCNT2	   343450.2	   343450.4	9.621304e-01	0.488655982024773
ZNF397	ZNF397	    84307.2	    84307.4	5.967816e-01	0.303099142072961
GFAP	GFAP	     2670.2	     2670.4	6.924591e-01	0.351692745102421
FRMD6	FRMD6	   122786.2	   122786.4	6.200981e-01	0.314941348914031
CLCA2	CLCA2	     9635.2	     9635.4	6.025305e-02	0.0306018948343569
SDAD1	SDAD1	    55153.2	    55153.4	8.929809e-01	0.45353567314666
PRPH2	PRPH2	     5961.2	     5961.4	2.037735e-01	0.103494432514683
VSX2	VSX2	   338917.2	   338917.4	3.816911e-01	0.193856923448855
SERPINC1	SERPINC1	      462.2	      462.4	2.102834e-01	0.106800742737687
SLC38A11	SLC38A11	   151258.2	   151258.4	1.161048e+00	0.589684153642686
SMYD2	SMYD2	    56950.2	    56950.4	4.308870e-01	0.21884300727501
ZNRF3	ZNRF3	    84133.2	    84133.4	5.215860e-01	0.264908082148088
FMN1	FMN1	   342184.2	   342184.4	5.172023e-01	0.262681646699835
RBM41	RBM41	    55285.2	    55285.4	4.450769e-01	0.226049909290925
ZNF582	ZNF582	   147948.2	   147948.4	9.963400e-01	0.506030680592321
SCGB1D1	SCGB1D1	    10648.2	    10648.4	3.368335e-02	0.0171074216885093
KLK15	KLK15	    55554.2	    55554.4	3.269240e-01	0.166041285326258
IGFBP6	IGFBP6	     3489.2	     3489.4	3.941581e-01	0.200188782548102
ARHGEF17	ARHGEF17	     9828.2	     9828.4	5.369308e-01	0.272701545812654
AHCTF1	AHCTF1	    25909.2	    25909.4	5.499467e-01	0.279312185489392
ANGEL2	ANGEL2	    90806.2	    90806.4	7.686641e-01	0.390396468745492
RABEP1	RABEP1	     9135.2	     9135.4	8.987206e-01	0.456450806833349
SOAT1	SOAT1	     6646.2	     6646.4	6.475948e-01	0.328906635678632
PKP4	PKP4	     8502.2	     8502.4	8.573637e-01	0.435446069239567
TMEM165	TMEM165	    55858.2	    55858.4	6.873358e-01	0.349090674538278
WASH2P	WASH2P	   375260.2	   375260.4	2.524653e-01	0.128224489215473
TG	TG	     7038.2	     7038.4	8.763820e-01	0.445105265189453
COIL	COIL	     8161.2	     8161.4	5.665146e-01	0.287726848870352
MLF2	MLF2	     8079.2	     8079.4	1.800524e-01	0.0914467335591072
FZD4	FZD4	     8322.2	     8322.4	7.879836e-01	0.400208641029756
SPRED1	SPRED1	   161742.2	   161742.4	5.065833e-01	0.257288367500757
DGAT1	DGAT1	     8694.2	     8694.4	2.282956e-01	0.11594895100491
MICALL1	MICALL1	    85377.2	    85377.4	5.012895e-01	0.254599701767253
CLIP4	CLIP4	    79745.2	    79745.4	1.318972e+00	0.669892103942645
PDP2	PDP2	    57546.2	    57546.4	2.930911e-01	0.148857908754594
MREG	MREG	    55686.2	    55686.4	8.311121e-01	0.422113155761601
GDAP2	GDAP2	    54834.2	    54834.4	5.262536e-01	0.267278707441395
WASF3	WASF3	    10810.2	    10810.4	9.919849e-01	0.50381877078538
KIAA1324	KIAA1324	    57535.2	    57535.4	5.516922e-01	0.280198706710034
WNT1	WNT1	     7471.2	     7471.4	4.283070e-01	0.217532652219579
RHCG	RHCG	    51458.2	    51458.4	1.231444e+00	0.625437546852812
ADRB2	ADRB2	      154.2	      154.4	5.023874e-01	0.25515731371119
DSCC1	DSCC1	    79075.2	    79075.4	6.889362e-01	0.34990350098429
UBQLN2	UBQLN2	    29978.2	    29978.4	4.338396e-01	0.220342601979144
CAMK4	CAMK4	      814.2	      814.4	3.681394e-01	0.186974156547814
WNT4	WNT4	    54361.2	    54361.4	1.010652e+00	0.513299595923069
CNOT8	CNOT8	     9337.2	     9337.4	2.615428e-01	0.132834856663409
NKX2-1	NKX2-1	     7080.2	     7080.4	3.846786e-01	0.195374243498506
RCSD1	RCSD1	    92241.2	    92241.4	6.776713e-01	0.344182175920753
MAN2B2	MAN2B2	    23324.2	    23324.4	8.366156e-02	0.0424908325935075
PDCD2	PDCD2	     5134.2	     5134.4	3.322573e-01	0.168750012697239
DNAJC22	DNAJC22	    79962.2	    79962.4	8.085506e-01	0.41065440553559
DDX46	DDX46	     9879.2	     9879.4	4.532649e-01	0.230208508978472
CARD6	CARD6	    84674.2	    84674.4	5.531306e-01	0.280929255047914
PIGM	PIGM	    93183.2	    93183.4	5.402912e-01	0.274408257877875
TATDN3	TATDN3	   128387.2	   128387.4	7.945413e-01	0.403539228373555
TMCO1	TMCO1	    54499.2	    54499.4	1.079990e-01	0.0548515641982557
MPP4	MPP4	    58538.2	    58538.4	2.144885e-01	0.108936469111173
NBPF6	NBPF6	   653149.2	   653149.4	8.963034e-02	0.0455223136197695
ADPRH	ADPRH	      141.2	      141.4	7.310333e-01	0.371284178427696
RNF2	RNF2	     6045.2	     6045.4	6.965976e-01	0.353794646031453
B4GALT7	B4GALT7	    11285.2	    11285.4	7.829415e-01	0.39764781109759
GJC2	GJC2	    57165.2	    57165.4	2.284400e-01	0.11602229025685
SURF4	SURF4	     6836.2	     6836.4	0.000000e+00	0
PADI4	PADI4	    23569.2	    23569.4	3.243129e-01	0.164715134905624
AGL	AGL	      178.2	      178.4	4.513998e-01	0.229261244166888
SENP7	SENP7	    57337.2	    57337.4	6.314618e-01	0.320712853465737
SCN10A	SCN10A	     6336.2	     6336.4	7.571872e-02	0.0384567471096005
IRAK2	IRAK2	     3656.2	     3656.4	2.989577e-01	0.151837493625986
SLC18A1	SLC18A1	     6570.2	     6570.4	5.166375e-02	0.0262394790678398
MEST	MEST	     4232.2	     4232.4	1.221109e+00	0.620188508287742
LCP1	LCP1	     3936.2	     3936.4	7.235868e-01	0.367502178846197
SLC4A8	SLC4A8	     9498.2	     9498.4	4.915670e-01	0.249661745555459
UBE2J2	UBE2J2	   118424.2	   118424.4	8.927404e-01	0.453413525708354
EMP3	EMP3	     2014.2	     2014.4	8.699378e-01	0.441832323310302
RAB3GAP2	RAB3GAP2	    25782.2	    25782.4	5.370311e-02	0.0272752487135158
SLITRK2	SLITRK2	    84631.2	    84631.4	3.678452e-01	0.18682473544033
RAB2A	RAB2A	     5862.2	     5862.4	2.208176e-01	0.112150952902386
BMP2	BMP2	      650.2	      650.4	7.180554e-01	0.364692838554099
PLXNA3	PLXNA3	    55558.2	    55558.4	5.097795e-01	0.258911684100822
NKX2-4	NKX2-4	   644524.2	   644524.4	6.095008e-02	0.0309559090918325
CFP	CFP	     5199.2	     5199.4	5.352953e-01	0.271870892443213
RPSA	RPSA	     3921.2	     3921.4	3.824518e-02	0.0194243275034384
HOXB13	HOXB13	    10481.2	    10481.4	8.513638e-01	0.432398782690311
RRAGC	RRAGC	    64121.2	    64121.4	5.539406e-01	0.281340645588573
TRIM5	TRIM5	    85363.2	    85363.4	4.007844e-01	0.203554211115468
ELOVL2	ELOVL2	    54898.2	    54898.4	4.208414e-01	0.213740951947553
NBPF9	NBPF9	   400818.2	   400818.4	4.875374e-01	0.247615153799115
DNAH3	DNAH3	    55567.2	    55567.4	6.365391e-01	0.323291561110287
ZSWIM7	ZSWIM7	   125150.2	   125150.4	2.153208e-01	0.109359185588939
BRF1	BRF1	     2972.2	     2972.4	6.150588e-01	0.312381941072622
CLCN2	CLCN2	     1181.2	     1181.4	3.808802e-01	0.193445075807595
SNRK	SNRK	    54861.2	    54861.4	7.444197e-01	0.378082991185069
CGRRF1	CGRRF1	    10668.2	    10668.4	3.804918e-01	0.193247811503902
EPB41L4A	EPB41L4A	    64097.2	    64097.4	3.164589e-01	0.160726170329905
ZBTB47	ZBTB47	    92999.2	    92999.4	2.532176e-01	0.128606574528729
SLC35D1	SLC35D1	    23169.2	    23169.4	5.698757e-01	0.289433916458263
SMAD1	SMAD1	     4086.2	     4086.4	4.521281e-02	0.0229631140130792
BCL2	BCL2	      596.2	      596.4	7.996773e-01	0.406147749135064
ENO1	ENO1	     2023.2	     2023.4	0.000000e+00	0
GEMIN4	GEMIN4	    50628.2	    50628.4	4.625636e-01	0.234931221596277
CDH17	CDH17	     1015.2	     1015.4	1.045513e+00	0.531005133747636
YTHDC1	YTHDC1	    91746.2	    91746.4	6.497162e-01	0.329984072583512
PRRC1	PRRC1	   133619.2	   133619.4	1.598881e-01	0.0812054961776232
BEX2	BEX2	    84707.2	    84707.4	9.227174e-01	0.468638530939616
HIST1H2BK	HIST1H2BK	    85236.2	    85236.4	6.985621e-01	0.354792395064939
CDK5R1	CDK5R1	     8851.2	     8851.4	7.969384e-01	0.404756690429126
AKIRIN1	AKIRIN1	    79647.2	    79647.4	2.251298e-01	0.114341074247358
ZNF410	ZNF410	    57862.2	    57862.4	2.764754e-01	0.14041896825284
RNF187	RNF187	   149603.2	   149603.4	3.995101e-01	0.202907007453787
ZNF696	ZNF696	    79943.2	    79943.4	1.048241e-01	0.0532390656457409
CDC6	CDC6	      990.2	      990.4	8.008577e-01	0.406747261967402
CRYGN	CRYGN	   155051.2	   155051.4	5.842086e-01	0.296713446680739
LAIR2	LAIR2	     3904.2	     3904.4	6.349171e-01	0.322467764249857
CSNK1D	CSNK1D	     1453.2	     1453.4	4.786756e-02	0.0243114338128488
SLC35B3	SLC35B3	    51000.2	    51000.4	6.811647e-01	0.345956437296971
ZNF626	ZNF626	   199777.2	   199777.4	7.639641e-01	0.38800938783056
HEBP2	HEBP2	    23593.2	    23593.4	2.183595e-01	0.110902509583876
SMG7	SMG7	     9887.2	     9887.4	4.043154e-01	0.205347569139005
MEGF10	MEGF10	    84466.2	    84466.4	4.329220e-01	0.21987656252222
TECTA	TECTA	     7007.2	     7007.4	7.186835e-01	0.365011843984455
NCKAP1L	NCKAP1L	     3071.2	     3071.4	1.294761e-01	0.0657595589893404
GADD45A	GADD45A	     1647.2	     1647.4	6.425303e-01	0.326334429020403
AGPAT5	AGPAT5	    55326.2	    55326.4	8.182464e-01	0.415578801096229
DPAGT1	DPAGT1	     1798.2	     1798.4	9.389990e-02	0.0476907785540587
TTC7A	TTC7A	    57217.2	    57217.4	9.385017e-01	0.476655212064205
NOTCH2	NOTCH2	     4853.2	     4853.4	8.054896e-01	0.409099755603546
IYD	IYD	   389434.2	   389434.4	8.544377e-01	0.433959984397633
STMN1	STMN1	     3925.2	     3925.4	4.144220e-01	0.210480605729401
ARHGAP29	ARHGAP29	     9411.2	     9411.4	1.010997e+00	0.513474817820016
ALDH1A1	ALDH1A1	      216.2	      216.4	1.242508e-01	0.0631056836904474
RPLP2	RPLP2	     6181.2	     6181.4	6.339140e-02	0.0321958300235864
MMP7	MMP7	     4316.2	     4316.4	7.694027e-01	0.390771595971826
AGPAT2	AGPAT2	    10555.2	    10555.4	3.227882e-01	0.163940755699029
GLA	GLA	     2717.2	     2717.4	5.000437e-01	0.253966972957928
RAD50	RAD50	    10111.2	    10111.4	5.037014e-01	0.255824680588258
UPK1B	UPK1B	     7348.2	     7348.4	4.624285e-01	0.234862605717211
ARAF	ARAF	      369.2	      369.4	4.068260e-01	0.206622676659224
CDIPT	CDIPT	    10423.2	    10423.4	2.716058e-01	0.137945749269147
AHCYL1	AHCYL1	    10768.2	    10768.4	4.862160e-01	0.24694402853933
XPR1	XPR1	     9213.2	     9213.4	8.614566e-01	0.437524810404829
EDEM1	EDEM1	     9695.2	     9695.4	6.264427e-01	0.318163704993367
TSHB	TSHB	     7252.2	     7252.4	2.558042e-01	0.129920281655232
NTHL1	NTHL1	     4913.2	     4913.4	8.078348e-01	0.410290858191141
MRPL47	MRPL47	    57129.2	    57129.4	2.813225e-01	0.142880759721514
RPP40	RPP40	    10799.2	    10799.4	6.384254e-01	0.324249593180465
SLC35E3	SLC35E3	    55508.2	    55508.4	4.022290e-01	0.204287908368598
AMOT	AMOT	   154796.2	   154796.4	1.026011e+00	0.521100271619335
EIF4G1	EIF4G1	     1981.2	     1981.4	0.000000e+00	0
COX8A	COX8A	     1351.2	     1351.4	5.586311e-01	0.28372290155272
NMBR	NMBR	     4829.2	     4829.4	3.733579e-01	0.189624578197723
RAD21	RAD21	     5885.2	     5885.4	6.807743e-01	0.345758157214165
POU4F3	POU4F3	     5459.2	     5459.4	5.601959e-01	0.284517647130526
IL7	IL7	     3574.2	     3574.4	2.323659e-01	0.118016213866198
PRPF3	PRPF3	     9129.2	     9129.4	1.360446e-01	0.0690956315403478
EPC1	EPC1	    80314.2	    80314.4	1.834050e-01	0.0931494840857886
NDUFS4	NDUFS4	     4724.2	     4724.4	7.072197e-01	0.359189499688156
FASTKD2	FASTKD2	    22868.2	    22868.4	8.296738e-01	0.421382658212676
LAG3	LAG3	     3902.2	     3902.4	8.593671e-01	0.436463575176796
IL1R2	IL1R2	     7850.2	     7850.4	5.686243e-01	0.288798343467423
PPHLN1	PPHLN1	    51535.2	    51535.4	3.399160e-01	0.172639786442599
TNNT3	TNNT3	     7140.2	     7140.4	5.803573e-01	0.294757411632296
RBM10	RBM10	     8241.2	     8241.4	2.456440e-02	0.0124760022184616
CXCL14	CXCL14	     9547.2	     9547.4	7.135812e-01	0.362420439100995
POLR2A	POLR2A	     5430.2	     5430.4	6.406716e-01	0.325390414701981
RPS6KA4	RPS6KA4	     8986.2	     8986.4	4.150449e-01	0.210796970134063
TBKBP1	TBKBP1	     9755.2	     9755.4	4.854087e-01	0.246534009300474
PEX7	PEX7	     5191.2	     5191.4	6.971722e-01	0.354086479370542
KRTAP5-10	KRTAP5-10	   387273.2	   387273.4	4.618800e-01	0.234584028295543
CHD1	CHD1	     1105.2	     1105.4	3.862384e-01	0.19616644962853
STAU1	STAU1	     6780.2	     6780.4	9.910218e-02	0.0503329622353641
FNDC7	FNDC7	   163479.2	   163479.4	3.460625e-02	0.0175761529600819
RNASE10	RNASE10	   338879.2	   338879.4	3.582814e-01	0.181967381301132
BTNL8	BTNL8	    79908.2	    79908.4	9.710270e-01	0.493174472251962
