V1	V2	X	X.1	X.2	we
NEK11	NEK11	    79858.3	    79858.4	8.76e-01	1.82646e-05
F13B	F13B	     2165.3	     2165.4	8.76e-01	1.82646e-05
ZNF671	ZNF671	    79891.3	    79891.4	8.76e-01	1.82646e-05
SNX18	SNX18	   112574.3	   112574.4	8.77e-01	1.82646e-05
RECK	RECK	     8434.3	     8434.4	8.77e-01	1.82646e-05
LEMD3	LEMD3	    23592.3	    23592.4	8.77e-01	1.82646e-05
GC	GC	     2638.3	     2638.4	8.77e-01	1.82646e-05
TRIM3	TRIM3	    10612.3	    10612.4	8.77e-01	1.82646e-05
UBN1	UBN1	    29855.3	    29855.4	8.77e-01	1.82646e-05
TMEM117	TMEM117	    84216.3	    84216.4	8.77e-01	1.82646e-05
RASA3	RASA3	    22821.3	    22821.4	8.77e-01	1.82646e-05
KIF20A	KIF20A	    10112.3	    10112.4	8.77e-01	1.82646e-05
FOXN4	FOXN4	   121643.3	   121643.4	8.77e-01	1.82646e-05
FDXACB1	FDXACB1	    91893.3	    91893.4	8.77e-01	1.82646e-05
DHX34	DHX34	     9704.3	     9704.4	8.77e-01	1.82646e-05
WWC3	WWC3	    55841.3	    55841.4	8.77e-01	1.82646e-05
SEMA3E	SEMA3E	     9723.3	     9723.4	8.77e-01	1.82646e-05
SNX14	SNX14	    57231.3	    57231.4	8.77e-01	1.82646e-05
PPFIBP1	PPFIBP1	     8496.3	     8496.4	8.78e-01	1.82646e-05
SLC2A11	SLC2A11	    66035.3	    66035.4	8.78e-01	1.82646e-05
CFH	CFH	     3075.3	     3075.4	8.78e-01	1.82646e-05
MAP2K2	MAP2K2	     5605.3	     5605.4	8.78e-01	1.82646e-05
GLS	GLS	     2744.3	     2744.4	8.78e-01	1.82646e-05
ZNF714	ZNF714	   148206.3	   148206.4	8.78e-01	1.82646e-05
XPNPEP1	XPNPEP1	     7511.3	     7511.4	8.78e-01	1.82646e-05
ARHGAP25	ARHGAP25	     9938.3	     9938.4	8.78e-01	1.82646e-05
RAB11FIP5	RAB11FIP5	    26056.3	    26056.4	8.78e-01	1.82646e-05
C6orf58	C6orf58	   352999.3	   352999.4	8.78e-01	1.82646e-05
AK8	AK8	   158067.3	   158067.4	8.78e-01	1.82646e-05
ABCF1	ABCF1	       23.3	       23.4	8.78e-01	1.82646e-05
TLE2	TLE2	     7089.3	     7089.4	8.78e-01	1.82646e-05
HSPA1B	HSPA1B	     3304.3	     3304.4	8.79e-01	1.82646e-05
KHDC1L	KHDC1L	100129128.3	100129128.4	8.79e-01	1.82646e-05
COPB2	COPB2	     9276.3	     9276.4	8.79e-01	1.82646e-05
TSPYL2	TSPYL2	    64061.3	    64061.4	8.79e-01	1.82646e-05
NEDD1	NEDD1	   121441.3	   121441.4	8.79e-01	1.82646e-05
ADAMTS7	ADAMTS7	    11173.3	    11173.4	8.79e-01	1.82646e-05
CYP7B1	CYP7B1	     9420.3	     9420.4	8.79e-01	1.82646e-05
PCNT	PCNT	     5116.3	     5116.4	8.79e-01	1.82646e-05
ZNF780A	ZNF780A	   284323.3	   284323.4	8.79e-01	1.82646e-05
IGSF8	IGSF8	    93185.3	    93185.4	8.79e-01	1.82646e-05
SLC30A10	SLC30A10	    55532.3	    55532.4	8.79e-01	1.82646e-05
ZNF182	ZNF182	     7569.3	     7569.4	8.79e-01	1.82646e-05
NDC80	NDC80	    10403.3	    10403.4	8.80e-01	1.82646e-05
ADAMTSL4	ADAMTSL4	    54507.3	    54507.4	8.80e-01	1.82646e-05
ELMO1	ELMO1	     9844.3	     9844.4	8.80e-01	1.82646e-05
MAEL	MAEL	    84944.3	    84944.4	8.80e-01	1.82646e-05
ZNF302	ZNF302	    55900.3	    55900.4	8.80e-01	1.82646e-05
PKHD1L1	PKHD1L1	    93035.3	    93035.4	8.80e-01	1.82646e-05
RBM11	RBM11	    54033.3	    54033.4	8.80e-01	1.82646e-05
ZNF280D	ZNF280D	    54816.3	    54816.4	8.80e-01	1.82646e-05
ZNF679	ZNF679	   168417.3	   168417.4	8.80e-01	1.82646e-05
RBKS	RBKS	    64080.3	    64080.4	8.80e-01	1.82646e-05
GIMAP8	GIMAP8	   155038.3	   155038.4	8.80e-01	1.82646e-05
ITSN1	ITSN1	     6453.3	     6453.4	8.80e-01	1.82646e-05
EIF5AL1	EIF5AL1	   143244.3	   143244.4	8.80e-01	1.82646e-05
DNAJC13	DNAJC13	    23317.3	    23317.4	8.80e-01	1.82646e-05
MAP4	MAP4	     4134.3	     4134.4	8.80e-01	1.82646e-05
CHSY1	CHSY1	    22856.3	    22856.4	8.81e-01	1.82646e-05
ZNF703	ZNF703	    80139.3	    80139.4	8.81e-01	1.82646e-05
MDH1B	MDH1B	   130752.3	   130752.4	8.81e-01	1.82646e-05
C12orf56	C12orf56	   115749.3	   115749.4	8.81e-01	1.82646e-05
SHH	SHH	     6469.3	     6469.4	8.81e-01	1.82646e-05
GABRG2	GABRG2	     2566.3	     2566.4	8.81e-01	1.82646e-05
RFPL2	RFPL2	    10739.3	    10739.4	8.81e-01	1.82646e-05
CCR8	CCR8	     1237.3	     1237.4	8.81e-01	1.82646e-05
KBTBD8	KBTBD8	    84541.3	    84541.4	8.81e-01	1.82646e-05
PROSER1	PROSER1	    80209.3	    80209.4	8.81e-01	1.82646e-05
BST1	BST1	      683.3	      683.4	8.81e-01	1.82646e-05
WDR48	WDR48	    57599.3	    57599.4	8.81e-01	1.82646e-05
CCT6A	CCT6A	      908.3	      908.4	8.81e-01	1.82646e-05
ABCD1	ABCD1	      215.3	      215.4	8.81e-01	1.82646e-05
SLC4A11	SLC4A11	    83959.3	    83959.4	8.81e-01	1.82646e-05
MYCBPAP	MYCBPAP	    84073.3	    84073.4	8.82e-01	1.82646e-05
MTHFR	MTHFR	     4524.3	     4524.4	8.82e-01	1.82646e-05
ZNF197	ZNF197	    10168.3	    10168.4	8.82e-01	1.82646e-05
SLC7A3	SLC7A3	    84889.3	    84889.4	8.82e-01	1.82646e-05
FST	FST	    10468.3	    10468.4	8.82e-01	1.82646e-05
ZNF484	ZNF484	    83744.3	    83744.4	8.82e-01	1.82646e-05
SKIV2L	SKIV2L	     6499.3	     6499.4	8.82e-01	1.82646e-05
SYNPR	SYNPR	   132204.3	   132204.4	8.82e-01	1.82646e-05
SMARCD2	SMARCD2	     6603.3	     6603.4	8.82e-01	1.82646e-05
RNF128	RNF128	    79589.3	    79589.4	8.82e-01	1.82646e-05
FBXO10	FBXO10	    26267.3	    26267.4	8.82e-01	1.82646e-05
SLC22A23	SLC22A23	    63027.3	    63027.4	8.82e-01	1.82646e-05
C8A	C8A	      731.3	      731.4	8.83e-01	1.82646e-05
CACNA1B	CACNA1B	      774.3	      774.4	8.83e-01	1.82646e-05
SEL1L2	SEL1L2	    80343.3	    80343.4	8.83e-01	1.82646e-05
GPR162	GPR162	    27239.3	    27239.4	8.83e-01	1.82646e-05
BMS1	BMS1	     9790.3	     9790.4	8.83e-01	1.82646e-05
TTPA	TTPA	     7274.3	     7274.4	8.83e-01	1.82646e-05
DGKA	DGKA	     1606.3	     1606.4	8.83e-01	1.82646e-05
ADRA1B	ADRA1B	      147.3	      147.4	8.83e-01	1.82646e-05
C17orf75	C17orf75	    64149.3	    64149.4	8.83e-01	1.82646e-05
STIL	STIL	     6491.3	     6491.4	8.83e-01	1.82646e-05
AGL	AGL	      178.3	      178.4	8.83e-01	1.82646e-05
MROH1	MROH1	   727957.3	   727957.4	8.83e-01	1.82646e-05
TMEM127	TMEM127	    55654.3	    55654.4	8.83e-01	1.82646e-05
NEXN	NEXN	    91624.3	    91624.4	8.83e-01	1.82646e-05
DDR2	DDR2	     4921.3	     4921.4	8.83e-01	1.82646e-05
C3orf20	C3orf20	    84077.3	    84077.4	8.83e-01	1.82646e-05
APBB2	APBB2	      323.3	      323.4	8.83e-01	1.82646e-05
TTF2	TTF2	     8458.3	     8458.4	8.83e-01	1.82646e-05
IGLON5	IGLON5	   402665.3	   402665.4	8.83e-01	1.82646e-05
SLC22A15	SLC22A15	    55356.3	    55356.4	8.83e-01	1.82646e-05
CLEC4G	CLEC4G	   339390.3	   339390.4	8.83e-01	1.82646e-05
CCDC158	CCDC158	   339965.3	   339965.4	8.83e-01	1.82646e-05
OPRM1	OPRM1	     4988.3	     4988.4	8.83e-01	1.82646e-05
GLB1	GLB1	     2720.3	     2720.4	8.83e-01	1.82646e-05
GRAMD1B	GRAMD1B	    57476.3	    57476.4	8.83e-01	1.82646e-05
OR10C1	OR10C1	   442194.3	   442194.4	8.83e-01	1.82646e-05
TAF1	TAF1	     6872.3	     6872.4	8.83e-01	1.82646e-05
GUSB	GUSB	     2990.3	     2990.4	8.83e-01	1.82646e-05
ZGPAT	ZGPAT	    84619.3	    84619.4	8.83e-01	1.82646e-05
TNPO2	TNPO2	    30000.3	    30000.4	8.83e-01	1.82646e-05
GSAP	GSAP	    54103.3	    54103.4	8.83e-01	1.82646e-05
LOX	LOX	     4015.3	     4015.4	8.84e-01	1.82646e-05
KLHL17	KLHL17	   339451.3	   339451.4	8.84e-01	1.82646e-05
OR14C36	OR14C36	   127066.3	   127066.4	8.84e-01	1.82646e-05
CMTR1	CMTR1	    23070.3	    23070.4	8.84e-01	1.82646e-05
KIFC3	KIFC3	     3801.3	     3801.4	8.84e-01	1.82646e-05
NOX4	NOX4	    50507.3	    50507.4	8.84e-01	1.82646e-05
FPR1	FPR1	     2357.3	     2357.4	8.84e-01	1.82646e-05
UBAP2L	UBAP2L	     9898.3	     9898.4	8.84e-01	1.82646e-05
TSHZ2	TSHZ2	   128553.3	   128553.4	8.84e-01	1.82646e-05
NEU1	NEU1	     4758.3	     4758.4	8.84e-01	1.82646e-05
KIAA0556	KIAA0556	    23247.3	    23247.4	8.84e-01	1.82646e-05
CHD3	CHD3	     1107.3	     1107.4	8.84e-01	1.82646e-05
OR2T33	OR2T33	   391195.3	   391195.4	8.85e-01	1.82646e-05
LPCAT2	LPCAT2	    54947.3	    54947.4	8.85e-01	1.82646e-05
ESPNL	ESPNL	   339768.3	   339768.4	8.85e-01	1.82646e-05
LRGUK	LRGUK	   136332.3	   136332.4	8.85e-01	1.82646e-05
TRIM5	TRIM5	    85363.3	    85363.4	8.85e-01	1.82646e-05
LRRC32	LRRC32	     2615.3	     2615.4	8.85e-01	1.82646e-05
GDPD1	GDPD1	   284161.3	   284161.4	8.85e-01	1.82646e-05
SELE	SELE	     6401.3	     6401.4	8.85e-01	1.82646e-05
TMEM64	TMEM64	   169200.3	   169200.4	8.85e-01	1.82646e-05
ZNF382	ZNF382	    84911.3	    84911.4	8.85e-01	1.82646e-05
DPRX	DPRX	   503834.3	   503834.4	8.86e-01	1.82646e-05
EEF1E1	EEF1E1	     9521.3	     9521.4	8.86e-01	1.82646e-05
GPR83	GPR83	    10888.3	    10888.4	8.86e-01	1.82646e-05
PLA2R1	PLA2R1	    22925.3	    22925.4	8.86e-01	1.82646e-05
CYP2A6	CYP2A6	     1548.3	     1548.4	8.86e-01	1.82646e-05
ALDH1B1	ALDH1B1	      219.3	      219.4	8.86e-01	1.82646e-05
SHANK2	SHANK2	    22941.3	    22941.4	8.86e-01	1.82646e-05
RNF112	RNF112	     7732.3	     7732.4	8.86e-01	1.82646e-05
CDS1	CDS1	     1040.3	     1040.4	8.86e-01	1.82646e-05
ATF7IP2	ATF7IP2	    80063.3	    80063.4	8.86e-01	1.82646e-05
TMEFF1	TMEFF1	     8577.3	     8577.4	8.86e-01	1.82646e-05
CHMP4C	CHMP4C	    92421.3	    92421.4	8.87e-01	1.82646e-05
LRRK2	LRRK2	   120892.3	   120892.4	8.87e-01	1.82646e-05
PES1	PES1	    23481.3	    23481.4	8.87e-01	1.82646e-05
LANCL1	LANCL1	    10314.3	    10314.4	8.87e-01	1.82646e-05
PKD2	PKD2	     5311.3	     5311.4	8.87e-01	1.82646e-05
ZNF467	ZNF467	   168544.3	   168544.4	8.87e-01	1.82646e-05
DHX15	DHX15	     1665.3	     1665.4	8.87e-01	1.82646e-05
GATA3	GATA3	     2625.3	     2625.4	8.87e-01	1.82646e-05
SLC23A1	SLC23A1	     9963.3	     9963.4	8.87e-01	1.82646e-05
FZD5	FZD5	     7855.3	     7855.4	8.87e-01	1.82646e-05
GAS2L3	GAS2L3	   283431.3	   283431.4	8.87e-01	1.82646e-05
CHDH	CHDH	    55349.3	    55349.4	8.88e-01	1.82646e-05
TSGA10	TSGA10	    80705.3	    80705.4	8.88e-01	1.82646e-05
ADAM21	ADAM21	     8747.3	     8747.4	8.88e-01	1.82646e-05
TPM4	TPM4	     7171.3	     7171.4	8.88e-01	1.82646e-05
ZBTB46	ZBTB46	   140685.3	   140685.4	8.88e-01	1.82646e-05
SIAH3	SIAH3	   283514.3	   283514.4	8.88e-01	1.82646e-05
DDX31	DDX31	    64794.3	    64794.4	8.88e-01	1.82646e-05
SAMD14	SAMD14	   201191.3	   201191.4	8.88e-01	1.82646e-05
GTF3C3	GTF3C3	     9330.3	     9330.4	8.88e-01	1.82646e-05
WDR45	WDR45	    11152.3	    11152.4	8.88e-01	1.82646e-05
RNGTT	RNGTT	     8732.3	     8732.4	8.88e-01	1.82646e-05
CD276	CD276	    80381.3	    80381.4	8.89e-01	1.82646e-05
TGFBRAP1	TGFBRAP1	     9392.3	     9392.4	8.89e-01	1.82646e-05
ZNF765	ZNF765	    91661.3	    91661.4	8.89e-01	1.82646e-05
MUM1	MUM1	    84939.3	    84939.4	8.89e-01	1.82646e-05
LAMA5	LAMA5	     3911.3	     3911.4	8.89e-01	1.82646e-05
PLIN4	PLIN4	   729359.3	   729359.4	8.89e-01	1.82646e-05
BRAT1	BRAT1	   221927.3	   221927.4	8.89e-01	1.82646e-05
WDR44	WDR44	    54521.3	    54521.4	8.89e-01	1.82646e-05
ADCY6	ADCY6	      112.3	      112.4	8.89e-01	1.82646e-05
FBXO15	FBXO15	   201456.3	   201456.4	8.89e-01	1.82646e-05
CAPN9	CAPN9	    10753.3	    10753.4	8.89e-01	1.82646e-05
NOVA2	NOVA2	     4858.3	     4858.4	8.90e-01	1.82646e-05
FAM198B	FAM198B	    51313.3	    51313.4	8.90e-01	1.82646e-05
HEATR4	HEATR4	   399671.3	   399671.4	8.90e-01	1.82646e-05
LRRC8D	LRRC8D	    55144.3	    55144.4	8.90e-01	1.82646e-05
FAM126A	FAM126A	    84668.3	    84668.4	8.90e-01	1.82646e-05
ABCC10	ABCC10	    89845.3	    89845.4	8.90e-01	1.82646e-05
TTLL10	TTLL10	   254173.3	   254173.4	8.90e-01	1.82646e-05
CDH10	CDH10	     1008.3	     1008.4	8.90e-01	1.82646e-05
CER1	CER1	     9350.3	     9350.4	8.90e-01	1.82646e-05
RCSD1	RCSD1	    92241.3	    92241.4	8.90e-01	1.82646e-05
CNTNAP4	CNTNAP4	    85445.3	    85445.4	8.91e-01	1.82646e-05
CSNK1A1L	CSNK1A1L	   122011.3	   122011.4	8.91e-01	1.82646e-05
TTC29	TTC29	    83894.3	    83894.4	8.91e-01	1.82646e-05
WDR24	WDR24	    84219.3	    84219.4	8.91e-01	1.82646e-05
E2F8	E2F8	    79733.3	    79733.4	8.91e-01	1.82646e-05
LINGO1	LINGO1	    84894.3	    84894.4	8.91e-01	1.82646e-05
OR5M1	OR5M1	   390168.3	   390168.4	8.91e-01	1.82646e-05
RANBP6	RANBP6	    26953.3	    26953.4	8.91e-01	1.82646e-05
TTK	TTK	     7272.3	     7272.4	8.91e-01	1.82646e-05
AP2A1	AP2A1	      160.3	      160.4	8.91e-01	1.82646e-05
MYEF2	MYEF2	    50804.3	    50804.4	8.91e-01	1.82646e-05
ITGA6	ITGA6	     3655.3	     3655.4	8.91e-01	1.82646e-05
TAF1L	TAF1L	   138474.3	   138474.4	8.91e-01	1.82646e-05
MUC4	MUC4	     4585.3	     4585.4	8.92e-01	1.82646e-05
PDE4B	PDE4B	     5142.3	     5142.4	8.92e-01	1.82646e-05
UNK	UNK	    85451.3	    85451.4	8.92e-01	1.82646e-05
EDNRB	EDNRB	     1910.3	     1910.4	8.92e-01	1.82646e-05
IFNAR1	IFNAR1	     3454.3	     3454.4	8.92e-01	1.82646e-05
IRX5	IRX5	    10265.3	    10265.4	8.92e-01	1.82646e-05
IRGQ	IRGQ	   126298.3	   126298.4	8.92e-01	1.82646e-05
EML3	EML3	   256364.3	   256364.4	8.92e-01	1.82646e-05
DUSP27	DUSP27	    92235.3	    92235.4	8.92e-01	1.82646e-05
SEC16A	SEC16A	     9919.3	     9919.4	8.92e-01	1.82646e-05
GFRAL	GFRAL	   389400.3	   389400.4	8.92e-01	1.82646e-05
LAMC3	LAMC3	    10319.3	    10319.4	8.93e-01	1.82646e-05
ASPH	ASPH	      444.3	      444.4	8.93e-01	1.82646e-05
INTS3	INTS3	    65123.3	    65123.4	8.93e-01	1.82646e-05
RLN2	RLN2	     6019.3	     6019.4	8.93e-01	1.82646e-05
SLC16A12	SLC16A12	   387700.3	   387700.4	8.93e-01	1.82646e-05
USP2	USP2	     9099.3	     9099.4	8.93e-01	1.82646e-05
SHCBP1	SHCBP1	    79801.3	    79801.4	8.93e-01	1.82646e-05
CNTN3	CNTN3	     5067.3	     5067.4	8.93e-01	1.82646e-05
DIS3	DIS3	    22894.3	    22894.4	8.93e-01	1.82646e-05
PMP2	PMP2	     5375.3	     5375.4	8.93e-01	1.82646e-05
HAS2	HAS2	     3037.3	     3037.4	8.93e-01	1.82646e-05
TMEM63C	TMEM63C	    57156.3	    57156.4	8.93e-01	1.82646e-05
VWA8	VWA8	    23078.3	    23078.4	8.93e-01	1.82646e-05
GABRG1	GABRG1	     2565.3	     2565.4	8.93e-01	1.82646e-05
PLXNA3	PLXNA3	    55558.3	    55558.4	8.93e-01	1.82646e-05
CORO1B	CORO1B	    57175.3	    57175.4	8.93e-01	1.82646e-05
ZNF266	ZNF266	    10781.3	    10781.4	8.93e-01	1.82646e-05
TARS	TARS	     6897.3	     6897.4	8.93e-01	1.82646e-05
PTGER1	PTGER1	     5731.3	     5731.4	8.94e-01	1.82646e-05
ZNF408	ZNF408	    79797.3	    79797.4	8.94e-01	1.82646e-05
SHANK1	SHANK1	    50944.3	    50944.4	8.94e-01	1.82646e-05
CCDC110	CCDC110	   256309.3	   256309.4	8.94e-01	1.82646e-05
LRRC4B	LRRC4B	    94030.3	    94030.4	8.94e-01	1.82646e-05
ITGA9	ITGA9	     3680.3	     3680.4	8.94e-01	1.82646e-05
BMPR2	BMPR2	      659.3	      659.4	8.94e-01	1.82646e-05
NOC3L	NOC3L	    64318.3	    64318.4	8.94e-01	1.82646e-05
EGF	EGF	     1950.3	     1950.4	8.94e-01	1.82646e-05
MYBBP1A	MYBBP1A	    10514.3	    10514.4	8.94e-01	1.82646e-05
UTY	UTY	     7404.3	     7404.4	8.94e-01	1.82646e-05
AIFM1	AIFM1	     9131.3	     9131.4	8.95e-01	1.82646e-05
SYTL3	SYTL3	    94120.3	    94120.4	8.95e-01	1.82646e-05
FAM83D	FAM83D	    81610.3	    81610.4	8.95e-01	1.82646e-05
ITGA2B	ITGA2B	     3674.3	     3674.4	8.95e-01	1.82646e-05
E2F7	E2F7	   144455.3	   144455.4	8.95e-01	1.82646e-05
MUM1L1	MUM1L1	   139221.3	   139221.4	8.95e-01	1.82646e-05
SI	SI	     6476.3	     6476.4	8.95e-01	1.82646e-05
PRAMEF12	PRAMEF12	   390999.3	   390999.4	8.95e-01	1.82646e-05
CCNJL	CCNJL	    79616.3	    79616.4	8.95e-01	1.82646e-05
OR8K5	OR8K5	   219453.3	   219453.4	8.95e-01	1.82646e-05
CLASP1	CLASP1	    23332.3	    23332.4	8.95e-01	1.82646e-05
LMF1	LMF1	    64788.3	    64788.4	8.95e-01	1.82646e-05
HYAL4	HYAL4	    23553.3	    23553.4	8.95e-01	1.82646e-05
IRS2	IRS2	     8660.3	     8660.4	8.96e-01	1.82646e-05
TAS2R41	TAS2R41	   259287.3	   259287.4	8.96e-01	1.82646e-05
EXOSC10	EXOSC10	     5394.3	     5394.4	8.96e-01	1.82646e-05
SULF2	SULF2	    55959.3	    55959.4	8.96e-01	1.82646e-05
DHTKD1	DHTKD1	    55526.3	    55526.4	8.96e-01	1.82646e-05
C16orf78	C16orf78	   123970.3	   123970.4	8.96e-01	1.82646e-05
FGR	FGR	     2268.3	     2268.4	8.96e-01	1.82646e-05
PLEKHG5	PLEKHG5	    57449.3	    57449.4	8.96e-01	1.82646e-05
SIK1	SIK1	   150094.3	   150094.4	8.96e-01	1.82646e-05
LHX1	LHX1	     3975.3	     3975.4	8.96e-01	1.82646e-05
KANSL1L	KANSL1L	   151050.3	   151050.4	8.96e-01	1.82646e-05
LEMD2	LEMD2	   221496.3	   221496.4	8.96e-01	1.82646e-05
VAC14	VAC14	    55697.3	    55697.4	8.96e-01	1.82646e-05
MET	MET	     4233.3	     4233.4	8.96e-01	1.82646e-05
PAH	PAH	     5053.3	     5053.4	8.96e-01	1.82646e-05
GRM1	GRM1	     2911.3	     2911.4	8.97e-01	1.82646e-05
SF3B2	SF3B2	    10992.3	    10992.4	8.97e-01	1.82646e-05
PPP2R2A	PPP2R2A	     5520.3	     5520.4	8.97e-01	1.82646e-05
WDR33	WDR33	    55339.3	    55339.4	8.97e-01	1.82646e-05
TAF6	TAF6	     6878.3	     6878.4	8.97e-01	1.82646e-05
FOXD2	FOXD2	     2306.3	     2306.4	8.97e-01	1.82646e-05
MYO1D	MYO1D	     4642.3	     4642.4	8.97e-01	1.82646e-05
SHF	SHF	    90525.3	    90525.4	8.97e-01	1.82646e-05
ZNF224	ZNF224	     7767.3	     7767.4	8.97e-01	1.82646e-05
ATP13A1	ATP13A1	    57130.3	    57130.4	8.97e-01	1.82646e-05
WDR90	WDR90	   197335.3	   197335.4	8.97e-01	1.82646e-05
AAR2	AAR2	    25980.3	    25980.4	8.98e-01	1.82646e-05
NR4A3	NR4A3	     8013.3	     8013.4	8.98e-01	1.82646e-05
USP51	USP51	   158880.3	   158880.4	8.98e-01	1.82646e-05
ADAM15	ADAM15	     8751.3	     8751.4	8.98e-01	1.82646e-05
NTNG2	NTNG2	    84628.3	    84628.4	8.98e-01	1.82646e-05
ANK3	ANK3	      288.3	      288.4	8.98e-01	1.82646e-05
PRDM4	PRDM4	    11108.3	    11108.4	8.98e-01	1.82646e-05
RBM15	RBM15	    64783.3	    64783.4	8.98e-01	1.82646e-05
ODF3L2	ODF3L2	   284451.3	   284451.4	8.98e-01	1.82646e-05
RSPH6A	RSPH6A	    81492.3	    81492.4	8.98e-01	1.82646e-05
CPVL	CPVL	    54504.3	    54504.4	8.98e-01	1.82646e-05
MOV10L1	MOV10L1	    54456.3	    54456.4	8.99e-01	1.82646e-05
ZNF676	ZNF676	   163223.3	   163223.4	8.99e-01	1.82646e-05
RNF115	RNF115	    27246.3	    27246.4	8.99e-01	1.82646e-05
IL17RE	IL17RE	   132014.3	   132014.4	8.99e-01	1.82646e-05
SV2A	SV2A	     9900.3	     9900.4	8.99e-01	1.82646e-05
NXPH1	NXPH1	    30010.3	    30010.4	8.99e-01	1.82646e-05
PCDHA10	PCDHA10	    56139.3	    56139.4	8.99e-01	1.82646e-05
OR9I1	OR9I1	   219954.3	   219954.4	8.99e-01	1.82646e-05
LMX1B	LMX1B	     4010.3	     4010.4	8.99e-01	1.82646e-05
IFNAR2	IFNAR2	     3455.3	     3455.4	8.99e-01	1.82646e-05
SFI1	SFI1	     9814.3	     9814.4	8.99e-01	1.82646e-05
TTC39C	TTC39C	   125488.3	   125488.4	8.99e-01	1.82646e-05
HHIPL1	HHIPL1	    84439.3	    84439.4	8.99e-01	1.82646e-05
CELF4	CELF4	    56853.3	    56853.4	8.99e-01	1.82646e-05
CWF19L1	CWF19L1	    55280.3	    55280.4	8.99e-01	1.82646e-05
PTPRZ1	PTPRZ1	     5803.3	     5803.4	8.99e-01	1.82646e-05
PIWIL2	PIWIL2	    55124.3	    55124.4	8.99e-01	1.82646e-05
SPAG17	SPAG17	   200162.3	   200162.4	9.00e-01	1.82646e-05
AAK1	AAK1	    22848.3	    22848.4	9.00e-01	1.82646e-05
BARHL2	BARHL2	   343472.3	   343472.4	9.00e-01	1.82646e-05
NPHS2	NPHS2	     7827.3	     7827.4	9.00e-01	1.82646e-05
GEN1	GEN1	   348654.3	   348654.4	9.00e-01	1.82646e-05
BTBD7	BTBD7	    55727.3	    55727.4	9.00e-01	1.82646e-05
OCRL	OCRL	     4952.3	     4952.4	9.00e-01	1.82646e-05
PPP1R9B	PPP1R9B	    84687.3	    84687.4	9.00e-01	1.82646e-05
ZNF470	ZNF470	   388566.3	   388566.4	9.00e-01	1.82646e-05
PLAA	PLAA	     9373.3	     9373.4	9.01e-01	1.82646e-05
ACSL6	ACSL6	    23305.3	    23305.4	9.01e-01	1.82646e-05
TBCK	TBCK	    93627.3	    93627.4	9.01e-01	1.82646e-05
CDT1	CDT1	    81620.3	    81620.4	9.01e-01	1.82646e-05
BSG	BSG	      682.3	      682.4	9.01e-01	1.82646e-05
ASIC1	ASIC1	       41.3	       41.4	9.01e-01	1.82646e-05
STK10	STK10	     6793.3	     6793.4	9.01e-01	1.82646e-05
PAX4	PAX4	     5078.3	     5078.4	9.01e-01	1.82646e-05
NACA	NACA	     4666.3	     4666.4	9.01e-01	1.82646e-05
R3HDM1	R3HDM1	    23518.3	    23518.4	9.02e-01	1.82646e-05
MON2	MON2	    23041.3	    23041.4	9.02e-01	1.82646e-05
TMC7	TMC7	    79905.3	    79905.4	9.02e-01	1.82646e-05
CIT	CIT	    11113.3	    11113.4	9.02e-01	1.82646e-05
TRAF6	TRAF6	     7189.3	     7189.4	9.02e-01	1.82646e-05
LGR4	LGR4	    55366.3	    55366.4	9.02e-01	1.82646e-05
BHLHB9	BHLHB9	    80823.3	    80823.4	9.02e-01	1.82646e-05
MUC7	MUC7	     4589.3	     4589.4	9.02e-01	1.82646e-05
CHD1	CHD1	     1105.3	     1105.4	9.02e-01	1.82646e-05
GJC2	GJC2	    57165.3	    57165.4	9.02e-01	1.82646e-05
MYPOP	MYPOP	   339344.3	   339344.4	9.02e-01	1.82646e-05
EVI5L	EVI5L	   115704.3	   115704.4	9.02e-01	1.82646e-05
CCDC62	CCDC62	    84660.3	    84660.4	9.02e-01	1.82646e-05
RGS9	RGS9	     8787.3	     8787.4	9.03e-01	1.82646e-05
DYTN	DYTN	   391475.3	   391475.4	9.03e-01	1.82646e-05
HS3ST5	HS3ST5	   222537.3	   222537.4	9.03e-01	1.82646e-05
AKAP12	AKAP12	     9590.3	     9590.4	9.03e-01	1.82646e-05
SORBS2	SORBS2	     8470.3	     8470.4	9.03e-01	1.82646e-05
ZNF461	ZNF461	    92283.3	    92283.4	9.03e-01	1.82646e-05
ADI1	ADI1	    55256.3	    55256.4	9.03e-01	1.82646e-05
MGAT5B	MGAT5B	   146664.3	   146664.4	9.03e-01	1.82646e-05
ZNF181	ZNF181	   339318.3	   339318.4	9.03e-01	1.82646e-05
ALDH1L1	ALDH1L1	    10840.3	    10840.4	9.03e-01	1.82646e-05
MPHOSPH9	MPHOSPH9	    10198.3	    10198.4	9.03e-01	1.82646e-05
GGTLC1	GGTLC1	    92086.3	    92086.4	9.03e-01	1.82646e-05
DHX29	DHX29	    54505.3	    54505.4	9.03e-01	1.82646e-05
DNAJC22	DNAJC22	    79962.3	    79962.4	9.03e-01	1.82646e-05
SH3RF3	SH3RF3	   344558.3	   344558.4	9.03e-01	1.82646e-05
SCAF4	SCAF4	    57466.3	    57466.4	9.04e-01	1.82646e-05
ZC2HC1A	ZC2HC1A	    51101.3	    51101.4	9.04e-01	1.82646e-05
SELP	SELP	     6403.3	     6403.4	9.04e-01	1.82646e-05
